student_id,most_repeated_violation,frequency,repeated_major_count,repeated_minor_count,ongoing_incident_count,total_incidents,is_major,avg_severity,will_reoffend_same_violation,no_violation_count,behavior_ratio,next_repeated_violation
S03925,Wearing and using of electronic headset and/or audio/electronic gadgets and tools during class without teacher's permission,4,0,0,1,7,0,0.355,1,2,0.25,Bullying Students/fellow Students - Physically
S03926,Lack of respect to faculty/authority,3,0,0,0,3,1,0.056,1,2,0.429,Willful Damage Of Property
S03927,Gaining access to the school computer or computer network,4,2,0,0,6,1,0.417,1,0,0.091,Insubordination To Authorities Or Faculty
S03928,"Not attending school function/activities (Mass/Novena, Program/Forum, Seminar/Symposium, GE/SG, ALC)",3,0,1,2,6,0,0.344,1,0,0.1,Extortion Or Blackmail
S03929,"Wearing of school uniform/program uniform improperly (e.g. club shirt, outing, internet places)",4,0,2,0,6,0,0.234,0,0,0.091,Wearing Of Accessories Not Part Of The Daily Uniform
S03930,"Shouting, yelling boisterously, jeering, dropping insults and other noises during class sessions, corridors, guidance and public places",3,0,0,0,3,0,0.194,1,2,0.429,Possession Of Pornographic Materials Or Uploading Pornographic Pictures
S03931,"Wearing of school uniform/program uniform improperly (e.g. club shirt, outing, internet places)",4,0,2,0,6,0,0.236,1,0,0.091,Damage Or Deletion Of Files
S03932,Colored dyed color/hair/beard,4,1,0,2,8,0,0.188,0,4,0.385,Engaging In Premarital Sex
S03933,"Stealing property of the school, students, school personnel, and fellow students",4,0,2,2,6,1,0.484,1,0,0.091,Failure To Comply With Investigation Requirements
S03934,"Smoking, vaping or possession of cigarettes, drinking hard drinks or liquor in and outside the school campus",0,0,0,2,4,1,0.258,0,7,1.6,Recruitment In Sororities And Fraternities
S03935,Colored nail polish,3,1,3,0,3,0,0.236,0,2,0.429,"Shouting, Yelling Boisterously, Jeering, Dropping Insults And Other Noises"
S03936,"Direct assault on the person or any member of the administration, faculty, staff, and/or any person vested with authority",6,4,0,0,8,1,0.545,1,0,0.067,Extortion Or Blackmail
S03937,Wearing and using of electronic headset and/or audio/electronic gadgets and tools during class without teacher's permission,5,0,2,0,5,0,0.334,0,0,0.091,Posting Destructive Language Or Signs Online
S03938,Conviction for a criminal offense by the administrator's judgment,4,1,0,1,7,1,0.235,1,1,0.167,"Altering Information (Changing Passwords, Accessing Unauthorized Files)"
S03939,"Grave threat on any student, personnel or administrator",4,0,0,2,7,1,0.448,1,5,0.5,"Altering Information (Changing Passwords, Accessing Unauthorized Files)"
S03940,Wearing of accessories not part of the daily uniform (e.g. multiple pairs of earrings for females),4,0,1,1,7,0,0.333,1,5,0.5,Engaging In Any Form Of Gambling
S03941,Colored dyed color/hair/beard,6,1,4,0,6,0,0.344,0,0,0.077,Littering The Campus
S03942,Leaving the classroom without permission during class hour and school activity,2,0,2,1,3,1,0.086,1,0,0.167,Assault Fellow Students
S03943,Bullying (Cyber or otherwise) Faculty members/personnel,3,1,1,0,5,1,0.522,1,6,0.778,Failure To Comply With Investigation Requirements
S03944,Unbecoming attitude of an image as Pitikarts such as gossiping in multi-media to endanger others,5,1,0,1,8,1,0.365,1,0,0.071,Unbecoming Attitude In Social Media
S03945,Forgery,7,0,0,0,9,1,0.334,1,0,0.059,Engaging In Any Form Of Gambling
S03946,Forgery,3,4,1,1,5,1,0.533,0,3,0.444,Preventing Normal Operation Of Computers
S03947,Placing of stickers and other objects on school ID,1,0,1,2,5,0,0.226,0,8,1.286,Not Following Prescribed Hair Cut
S03948,Extortion or blackmailing or attempt,3,4,0,2,5,1,0.46,0,0,0.111,Circulating Destructive Language Against School
S03949,Unbecoming attitude of an image as Pitikarts such as gossiping in multi-media to endanger others,4,0,2,0,4,1,0.476,0,4,0.556,Colored Dyed Color/hair/beard
S03950,Using another person's identity,5,0,1,0,7,1,0.282,1,1,0.154,Wearing And Using Of Electronic Headset And/or Audio/electronic Gadgets And Tools During Class Without Teacher's Permission
S03951,Bringing dishonor to the name of school,4,1,0,2,7,1,0.557,0,0,0.083,Colored Nail Polish
S03952,"Unauthorized enrichment or stealing whether attempted, frustrated, or consummated",3,0,1,1,4,1,0.111,0,1,0.25,Organizing Destructive Groups
S03953,"Smoking, vaping or possession of cigarettes, drinking hard drinks or liquor in and outside the school campus",7,2,1,1,10,1,0.572,1,0,0.056,Willful Damage Of Property
S03954,Preventing normal operation (e.g. changing the configuration or BIOS setup of computers),3,1,0,0,4,1,0.094,0,0,0.125,Bullying Students/fellow Students - Verbally/written
S03955,"Smoking, vaping or possession of cigarettes, drinking hard drinks or liquor in and outside the school campus",4,1,0,0,4,1,0.476,1,5,0.667,Indecency In Media
S03956,Bringing outsiders to school during school function/activity,3,2,1,1,6,1,0.437,1,6,0.7,Real Acts Of Threat
S03957,"Engaging outside marriage, obscene and immoral conduct in and off campus",6,3,1,0,8,1,0.482,1,0,0.067,Placing Of Stickers And Other Objects On School Id
S03958,Promoting or participating in immoral/indecent conduct on or off campus,2,2,2,0,3,1,0.26,1,1,0.333,Wearing Inappropriate/incomplete Uniform
S03959,Leaving the classroom without permission during class hour and school activity,7,1,1,1,8,1,0.404,1,0,0.062,Posting Destructive Language Or Signs Online
S03960,"Insubordination to authorities, supervisors, and personnel, faculty members verbally, in writing, physically and slander/oral defamation",4,0,1,1,7,1,0.215,1,1,0.167,Wearing Of Heavy Make-up Or Cosmetics
S03961,Colored dyed color/hair/beard,8,0,0,0,8,0,0.279,1,0,0.059,Bringing Outsiders To School For Improper Purpose
S03962,Students/fellow students - Physically,6,2,0,1,8,1,0.516,0,2,0.2,Lack Of Respect To Faculty/authority
S03963,Extortion or blackmailing or attempt,1,4,1,1,3,1,0.577,1,0,0.2,Jumping Over The Fence
S03964,Recruitment and/or membership in sororities and fraternities,4,2,0,2,8,1,0.512,0,0,0.077,"Lending, Borrowing, Using Another Person’s Id/ssp"
S03965,Verbal or physical altercation between students or group of students,4,0,0,0,4,1,0.352,1,5,0.667,Unauthorized Use Of Information
S03966,"Littering the campus (candy wrappers, bottles, plastic materials)",7,0,4,2,11,0,0.469,1,0,0.053,Extortion Or Blackmail
S03967,Extortion or blackmailing or attempt,1,2,2,0,2,1,0.362,1,8,2.25,Viewing Pornographic Sites
S03968,"Grave threat on any student, personnel or administrator",2,0,0,1,5,1,0.175,0,0,0.125,Possession Of Pornographic Materials Or Uploading Pornographic Pictures
S03969,"Unauthorized enrichment or stealing whether attempted, frustrated, or consummated",2,1,1,0,3,1,0.327,0,6,1.167,Bringing Outsiders To School During School Function/activity
S03970,Bringing outsiders to school during school function/activity,0,1,0,0,2,1,0.279,0,0,0.333,Lack Of Respect To Faculty/authority
S03971,"Wearing of plunging necklines, backless, spaghetti straps, indecent attire",2,3,0,0,2,1,0.422,0,7,1.6,Unbecoming Attitude In Social Media
S03972,"Grave threat on any student, personnel or administrator",1,0,0,1,4,1,0.25,1,5,1.0,Lack Of Respect To Faculty/authority
S03973,"Wearing inappropriate/incomplete uniform (No validated ID, flat shoes, colored pants, colored t-shirt, no/old socks)",3,1,2,0,3,0,0.223,0,2,0.429,Consistent Violation Of School Rules And Regulations
S03974,"Littering the campus (candy wrappers, bottles, plastic materials)",6,0,3,1,7,0,0.427,1,0,0.071,"Smoking, Vaping Or Possession Of Cigarettes Or Alcohol"
S03975,Wearing of accessories not part of the daily uniform (e.g. multiple pairs of earrings for females),6,0,4,0,8,0,0.334,1,0,0.067,"Smoking, Vaping Or Possession Of Cigarettes Or Alcohol"
S03976,"Vandalism, destruction of school properties",6,3,0,1,8,1,0.564,0,1,0.133,Using Another Person's Identity
S03977,"Shouting, yelling boisterously, jeering, dropping insults and other noises during class sessions, corridors, guidance and public places",0,0,1,1,1,0,0.171,0,6,3.5,Bringing Outsiders To School For Improper Purpose
S03978,Posing of bikini pictures or other videos/body exposure pictures or indecent body pictures,4,1,1,2,8,0,0.251,1,0,0.077,Wearing Inappropriate/incomplete Uniform
S03979,"Cheating in examinations, projects, case reports and research papers of others",4,2,0,0,4,1,0.395,1,1,0.222,Unbecoming Attitude In Social Media
S03980,"Cheating in examinations, projects, case reports and research papers of others",2,3,1,1,3,1,0.358,1,0,0.167,Participating In Immoral Conduct
S03981,Bringing outsiders to school for improper purpose,2,0,0,0,2,1,0.285,0,4,1.0,Consistent Violation Of School Rules And Regulations
S03982,Pushing of prohibited drugs,3,2,1,1,6,1,0.581,1,0,0.1,Willful Damage Of Property
S03983,Wilful and malicious damage of the property of any member of school community,2,1,0,0,3,1,0.073,0,6,1.167,Participating In Immoral Conduct
S03984,Preventing normal operation (e.g. changing the configuration or BIOS setup of computers),0,0,0,0,1,1,0.099,0,4,2.5,Engaging In Premarital Sex
S03985,Bringing dishonor to the name of school,2,3,2,2,4,1,0.419,0,5,0.857,"Wearing Of Scarves, Patches, Caps"
S03986,Providing/financing parties for prohibited drugs,5,0,1,0,5,1,0.235,1,2,0.273,Improper Or Indecent Language Or Gesture
S03987,"Possession or use of deadly weapons, explosives, prohibited drugs",4,4,0,1,5,1,0.522,1,0,0.1,Colored Dyed Color/hair/beard
S03988,"Wearing of scarves, patches, caps",5,1,1,1,7,0,0.178,1,1,0.154,Bullying Faculty Members/personnel
S03989,Wilful failure to comply with promises or notices issued for purposes of investigation in connection with conducted trial of offense,0,0,0,0,1,1,0.367,0,7,4.0,Wearing Of Heavy Make-up Or Cosmetics
S03990,"Wearing of school uniform/program uniform improperly (e.g. club shirt, outing, internet places)",6,0,2,1,8,0,0.396,1,0,0.067,Wearing Of Heavy Make-up Or Cosmetics
S03991,Posting below or circulating destructive language or signs in the internet or through multimedia,6,2,1,1,8,1,0.718,1,0,0.067,Wearing Of Accessories Not Part Of The Daily Uniform
S03992,Cybersecurity breach (plagiarism),4,1,0,1,7,1,0.357,1,2,0.25,Wearing And Using Of Electronic Headset And/or Audio/electronic Gadgets And Tools During Class Without Teacher's Permission
S03993,"Stealing property of the school, students, school personnel, and fellow students",4,1,0,0,5,1,0.34,1,0,0.1,Failure To Comply With Investigation Requirements
S03994,Membership in sororities and fraternities,0,3,0,1,1,1,0.393,0,5,3.0,Forging Signatures
S03995,Pushing of prohibited drugs,5,2,1,1,8,1,0.427,0,2,0.214,Wearing Of School Uniform/program Uniform Improperly
S03996,Conviction for a criminal offense by the administrator's judgment,4,0,2,1,5,1,0.367,1,0,0.1,Cheating In Examinations Or Research Papers
S03997,Consistent violation of school rules and regulations,4,2,0,0,4,1,0.429,1,1,0.222,Colored Dyed Color/hair/beard
S03998,"Wearing of plunging necklines, backless, spaghetti straps, indecent attire",5,3,1,1,8,1,0.585,1,0,0.071,Viewing Pornographic Sites
S03999,"Altering information (e.g., changing the password of someone else's account and accessed data/files beyond authorization)",3,0,2,0,3,1,0.213,0,0,0.143,Jumping Over The Fence
S04000,"Grave threat on any student, personnel or administrator",7,2,1,2,10,1,0.504,1,2,0.167,Forging Signatures
S04001,Consistent violation of school rules and regulations,8,0,0,1,11,1,0.301,1,0,0.05,Immoral Conduct On Or Off Campus
S04002,"Direct assault on the person or any member of the administration, faculty, staff, and/or any person vested with authority",8,0,0,2,12,1,0.53,1,0,0.048,Littering The Campus
S04003,"Purchase, sale or distribution of alcoholic beverages or cigarettes",3,0,1,0,5,1,0.188,1,0,0.111,"Smoking, Vaping Or Possession Of Cigarettes Or Alcohol"
S04004,Gaining access to the school computer or computer network,4,0,1,1,6,1,0.476,1,0,0.091,Extortion Or Blackmail
S04005,Cybersecurity breach (plagiarism),3,1,1,0,3,1,0.307,1,1,0.286,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
S04006,Students/fellow students - Physically,0,3,0,1,2,1,0.267,1,7,2.667,Insubordination To Authorities Or Faculty
S04007,Promoting or participating in immoral/indecent conduct on or off campus,1,4,0,1,4,1,0.315,0,1,0.333,Bullying Students/fellow Students - Physically
S04008,Real acts of threat (major/minor) that constitute incompatibility,2,3,1,0,4,1,0.503,0,1,0.286,Use Of Foul Language
S04009,Leaving the classroom without permission during class hour and school activity,8,2,0,2,11,1,0.361,1,0,0.05,Immoral Conduct On Or Off Campus
S04010,"Vandalism, destruction of school properties",1,2,0,1,4,1,0.351,1,5,1.0,Bullying Students/fellow Students - Verbally/written
S04011,Forgery,4,0,0,1,5,1,0.34,1,0,0.1,Bullying Students/fellow Students - Verbally/written
S04012,Bringing outsiders to school for improper purpose,4,1,2,0,5,1,0.192,1,2,0.3,Possession Or Use Of Deadly Weapons Or Drugs
S04013,Circulating destructive language and statement that is against the school through any platform,0,0,0,2,2,1,0.344,1,7,2.667,Engaging In Trouble Outside Campus
S04014,Preventing normal operation (e.g. changing the configuration or BIOS setup of computers),0,3,2,1,3,1,0.554,0,7,2.0,Disrespect To Faculty Or Authority
S04015,"Wearing of heavy make-up or cosmetics (dark mascara, eyeliner, lipsticks, eye shadows, facial make-up)",7,0,4,1,8,0,0.272,1,0,0.062,Posting Destructive Language Or Signs Online
S04016,Verbal or physical altercation between students or group of students,8,0,1,0,10,1,0.427,1,1,0.105,Bringing Outsiders To School For Improper Purpose
S04017,Recruitment and/or membership in sororities and fraternities,2,0,0,2,5,1,0.316,0,3,0.5,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
S04018,"Wearing inappropriate/incomplete uniform (No validated ID, flat shoes, colored pants, colored t-shirt, no/old socks)",1,0,2,1,2,0,0.429,1,3,1.0,Assault Fellow Students
S04019,Real acts of threat (major/minor) that constitute incompatibility,3,0,0,1,6,1,0.155,1,0,0.1,Vandalism
S04020,Engaging in trouble outside the campus endangering the name of school,0,3,0,1,2,1,0.339,0,1,0.667,Willful Damage Of Property
S04021,Colored nail polish,6,1,2,0,7,0,0.242,0,0,0.071,Use Of Foul Language
S04022,"Purchase, sale or distribution of alcoholic beverages or cigarettes",2,2,0,0,3,1,0.408,1,0,0.167,Cheating In Examinations Or Research Papers
S04023,Lack of respect to faculty/authority,5,1,0,1,8,1,0.569,1,3,0.286,Inciting Others To Violate School Regulations
S04024,Gambling/betting in all forms,6,1,0,0,8,1,0.514,1,1,0.133,Bringing Outsiders To School During School Function/activity
S04025,Colored dyed color/hair/beard,2,0,1,0,4,0,0.224,0,1,0.286,Colored Dyed Color/hair/beard
S04026,Membership in sororities and fraternities,2,3,2,1,4,1,0.267,1,4,0.714,Unauthorized Use Of Information
S04027,"Vandalism, destruction of school properties",7,1,0,2,11,1,0.502,1,2,0.158,Cybersecurity Breach (Plagiarism)
S04028,Forgery,3,1,1,0,5,1,0.279,1,0,0.111,Bringing Outsiders To School During School Function/activity
S04029,Unauthorized use of information,5,2,0,1,7,1,0.6,1,2,0.231,"Altering Information (Changing Passwords, Accessing Unauthorized Files)"
S04030,Extortion or blackmailing or attempt,6,3,2,1,9,1,0.563,1,0,0.062,Damage Or Deletion Of Files
S04031,"Introduction of improper, foul or indecent language or gesture",5,4,0,0,5,1,0.739,1,0,0.091,Forging Signatures
S04032,"Smoking, vaping or possession of cigarettes, drinking hard drinks or liquor in and outside the school campus",3,2,2,1,5,1,0.506,0,0,0.111,Engaging In Premarital Sex
S04033,Preventing normal operation (e.g. changing the configuration or BIOS setup of computers),4,4,1,0,5,1,0.602,1,0,0.1,Wearing Of Accessories Not Part Of The Daily Uniform
S04034,Wearing and using of electronic headset and/or audio/electronic gadgets and tools during class without teacher's permission,4,0,4,1,5,0,0.442,0,4,0.5,Engaging In Trouble Outside Campus
S04035,"Smoking, vaping or possession of cigarettes, drinking hard drinks or liquor in and outside the school campus",6,4,1,1,9,1,0.724,1,0,0.062,"Wearing Of Ripped/distressed Jeans, Crop Top, Sleeveless, Backless, Off-shoulder, See-through Blouses, Spaghetti Strap, Tube Top, Body Cone, Mini Skirt, Open Toe Shoes"
S04036,Placing of stickers and other objects on school ID,8,0,2,0,10,0,0.324,1,0,0.053,Indecency In Media
S04037,Engaging in any form of gambling,3,2,0,1,5,1,0.657,1,0,0.111,"Altering Information (Changing Passwords, Accessing Unauthorized Files)"
S04038,"Possession or use of deadly weapons, explosives, prohibited drugs",2,3,0,1,3,1,0.52,1,7,1.333,Wearing Of Indecent Attire
S04039,"Not attending school function/activities (Mass/Novena, Program/Forum, Seminar/Symposium, GE/SG, ALC)",1,0,2,0,2,0,0.122,0,2,0.75,Lending/borrowing School Id As Pass
S04040,Unexcused tardiness/absence from class,5,0,2,0,6,0,0.304,0,0,0.083,Circulating Destructive Language Against School
S04041,Recruitment and/or membership in sororities and fraternities,1,1,0,2,5,1,0.207,0,0,0.143,Not Attending School Function/activities
S04042,Bringing outsiders to school for improper purpose,2,0,0,0,3,1,0.473,0,3,0.667,Preventing Normal Operation Of Computers
S04043,Cybersecurity breach (plagiarism),4,1,0,0,4,1,0.397,0,4,0.556,Conviction For Criminal Offense
S04044,"Falsification of official documents, test papers, clearances and confidential",4,0,0,1,6,1,0.247,0,0,0.091,"Lending, Borrowing, Using Another Person’s Id/ssp"
S04045,Engaging in any form of gambling,2,1,0,1,4,1,0.075,0,0,0.143,Engaging In Trouble Outside Campus
S04046,Gaining access to the school computer or computer network,4,0,1,0,6,1,0.382,1,0,0.091,Wearing Of School Uniform/program Uniform Improperly
S04047,Bullying (Cyber or otherwise) Faculty members/personnel,4,0,0,1,7,1,0.201,0,1,0.167,Organizing Destructive Groups
S04048,Using another person's identity,5,1,1,0,6,1,0.417,1,0,0.083,Bullying Students/fellow Students - Physically
S04049,Wearing of accessories not part of the daily uniform (e.g. multiple pairs of earrings for females),8,1,1,1,11,0,0.28,1,0,0.05,"Wearing Of Ripped/distressed Jeans, Crop Top, Sleeveless, Backless, Off-shoulder, See-through Blouses, Spaghetti Strap, Tube Top, Body Cone, Mini Skirt, Open Toe Shoes"
S04050,Circulating destructive language and statement that is against the school through any platform,5,1,1,1,8,1,0.249,1,0,0.071,Unbecoming Attitude In Social Media
S04051,"Smoking, vaping or possession of cigarettes, drinking hard drinks or liquor in and outside the school campus",3,4,2,1,4,1,0.577,1,3,0.5,Possession Of Pornographic Materials Or Uploading Pornographic Pictures
S04052,"Wearing of plunging necklines, backless, spaghetti straps, indecent attire",3,1,0,0,4,1,0.243,0,2,0.375,Conviction For Criminal Offense
S04053,Inciting others to violate school regulations or not to attend classes,3,2,0,0,5,1,0.091,0,1,0.222,Gaining Unauthorized Access To School Computer Or Network
S04054,Students/fellow students - Verbally/Written,1,3,0,0,1,1,0.521,0,7,2.667,Failure To Comply With Investigation Requirements
S04055,"Wearing of heavy make-up or cosmetics (dark mascara, eyeliner, lipsticks, eye shadows, facial make-up)",3,0,0,0,3,0,0.112,0,1,0.286,Gaining Unauthorized Access To School Computer Or Network
S04056,Posing of bikini pictures or other videos/body exposure pictures or indecent body pictures,7,1,0,0,7,0,0.204,1,0,0.067,Cheating In Examinations Or Research Papers
S04057,"Unauthorized enrichment or stealing whether attempted, frustrated, or consummated",6,3,0,1,9,1,0.537,0,0,0.062,Using Another Person's Identity
S04058,"Purchase, sale or distribution of alcoholic beverages or cigarettes",1,3,1,1,2,1,0.46,0,8,2.25,Not Following Prescribed Hair Cut
S04059,Circulating destructive language and statement that is against the school through any platform,6,1,1,1,8,1,0.176,1,2,0.2,Public Display Of Affection
S04060,Promoting or participating in immoral/indecent conduct on or off campus,3,0,1,1,4,1,0.487,0,3,0.5,Inciting Others To Violate School Regulations
S04061,"Shouting, yelling boisterously, jeering, dropping insults and other noises during class sessions, corridors, guidance and public places",7,0,0,0,7,0,0.276,1,0,0.067,Inciting Others To Violate School Regulations
S04062,"Falsification of official documents, test papers, clearances and confidential",2,1,2,0,3,1,0.372,0,1,0.333,Membership In Sororities And Fraternities
S04063,"Falsification of official documents, test papers, clearances and confidential",3,0,2,0,4,1,0.375,0,2,0.375,Cybersecurity Breach (Plagiarism)
S04064,"Unauthorized enrichment or stealing whether attempted, frustrated, or consummated",4,2,0,1,6,1,0.472,1,0,0.091,Damage Or Deletion Of Files
S04065,"Direct assault on the person or any member of the administration, faculty, staff, and/or any person vested with authority",4,1,1,0,4,1,0.291,1,3,0.444,Use Of Foul Language
S04066,Conviction for a criminal offense by the administrator's judgment,7,0,1,2,10,1,0.348,1,0,0.056,Willful Damage Of Property
S04067,Real acts of threat (major/minor) that constitute incompatibility,5,3,1,1,7,1,0.549,0,0,0.077,"Shouting, Yelling Boisterously, Jeering, Dropping Insults And Other Noises"
S04068,"Altering information (e.g., changing the password of someone else's account and accessed data/files beyond authorization)",5,2,0,0,5,1,0.606,0,0,0.091,"Shouting, Yelling Boisterously, Jeering, Dropping Insults And Other Noises"
S04069,Promoting or participating in immoral/indecent conduct on or off campus,3,2,1,1,6,1,0.458,1,5,0.6,Stealing Property Of School Or Students
S04070,Extortion or blackmailing or attempt,6,1,1,0,8,1,0.385,0,0,0.067,Wearing Inappropriate/incomplete Uniform
S04071,Public display of affection in any places inside the campus or in social media,5,1,2,1,7,0,0.452,0,0,0.077,Bringing Dishonor To School
S04072,Forgery,4,0,1,0,6,1,0.361,1,4,0.455,Public Display Of Affection
S04073,"Wearing inappropriate/incomplete uniform (No validated ID, flat shoes, colored pants, colored t-shirt, no/old socks)",7,0,0,1,8,0,0.365,1,0,0.062,"Smoking, Vaping Or Possession Of Cigarettes Or Alcohol"
S04074,Bringing outsiders to school for improper purpose,2,0,1,1,5,1,0.193,0,0,0.125,Falsification Of Official Documents
S04075,Bringing dishonor to the name of school,2,1,0,1,4,1,0.28,0,3,0.571,Public Display Of Affection
S04076,Wearing and using of electronic headset and/or audio/electronic gadgets and tools during class without teacher's permission,4,0,0,1,6,0,0.366,0,0,0.091,Organizing Destructive Groups
S04077,Unauthorized use of information,2,2,1,0,3,1,0.362,0,3,0.667,Forgery
S04078,"Introducing false information, accessing someone else’s account and sending offensive email, etc.",5,0,1,0,5,1,0.298,0,0,0.091,Failure To Comply With Investigation Requirements
S04079,"Vandalism, destruction of school properties",7,2,1,0,9,1,0.553,1,1,0.118,Forging Signatures
S04080,"Wearing of heavy make-up or cosmetics (dark mascara, eyeliner, lipsticks, eye shadows, facial make-up)",3,0,2,1,5,0,0.242,0,2,0.333,Wearing Of Heavy Make-up Or Cosmetics
S04081,Lending/borrowing school ID as pass/for gate access,5,2,0,0,7,1,0.427,1,3,0.308,Extortion Or Blackmail
S04082,"Wearing inappropriate/incomplete uniform (No validated ID, flat shoes, colored pants, colored t-shirt, no/old socks)",5,0,0,0,5,0,0.293,1,4,0.455,Bringing Outsiders To School For Improper Purpose
S04083,"Forging signatures of school authorities, parents, guardians or students",2,0,1,0,3,1,0.355,1,4,0.833,Colored Dyed Color/hair/beard
S04084,Verbal or physical altercation between students or group of students,4,3,0,0,5,1,0.491,1,0,0.1,Membership In Sororities And Fraternities
S04085,"Introduction of improper, foul or indecent language or gesture",4,0,0,0,6,1,0.105,1,5,0.545,Real Acts Of Threat
S04086,Unauthorized use of information,3,1,2,0,3,1,0.53,0,3,0.571,Use Of Foul Language
S04087,Colored dyed color/hair/beard,4,0,1,0,4,0,0.258,1,0,0.111,Organizing Destructive Groups
S04088,"Unauthorized enrichment or stealing whether attempted, frustrated, or consummated",5,0,0,0,6,1,0.363,1,0,0.083,Inciting Others To Violate School Regulations
S04089,"Forging signatures of school authorities, parents, guardians or students",3,2,2,0,3,1,0.543,0,0,0.143,Unexcused Tardiness/absence From Class
S04090,Public display of affection in any places inside the campus or in social media,6,0,4,0,8,0,0.314,0,3,0.267,Bringing Outsiders To School During School Function/activity
S04091,"Purchase, sale or distribution of alcoholic beverages or cigarettes",3,2,1,2,5,1,0.655,0,0,0.111,Leaving The Classroom Without Permission
S04092,"Wearing of heavy make-up or cosmetics (dark mascara, eyeliner, lipsticks, eye shadows, facial make-up)",2,0,0,2,4,0,0.271,0,2,0.429,Bullying Students/fellow Students - Physically
S04093,Leaving the classroom without permission during class hour and school activity,4,1,0,2,6,1,0.442,1,0,0.091,"Shouting, Yelling Boisterously, Jeering, Dropping Insults And Other Noises"
S04094,"Not attending school function/activities (Mass/Novena, Program/Forum, Seminar/Symposium, GE/SG, ALC)",2,0,4,1,4,0,0.407,1,0,0.143,Shoplifting
S04095,Engaging in any form of gambling,7,4,0,1,9,1,0.705,1,0,0.059,Jumping Over The Fence
S04096,"Forging signatures of school authorities, parents, guardians or students",2,3,1,0,2,1,0.614,1,5,1.2,Possession Of Pornographic Materials Or Uploading Pornographic Pictures
S04097,"Wearing of plunging necklines, backless, spaghetti straps, indecent attire",8,1,2,0,10,1,0.335,1,0,0.053,Wearing Of Improper And Other Colored Pe Uniforms
S04098,Cybersecurity breach (plagiarism),1,1,2,1,3,1,0.399,1,6,1.4,Real Acts Of Threat
S04099,Engaging in any form of gambling,4,3,0,0,6,1,0.501,1,1,0.182,Gaining Unauthorized Access To School Computer Or Network
S04100,Engaging in premarital sex,5,0,2,0,6,1,0.233,0,0,0.083,Bringing Outsiders To School For Improper Purpose
S04101,Bringing outsiders to school for improper purpose,6,0,0,1,8,1,0.271,1,0,0.067,Vandalism
S04102,Lending/borrowing school ID as pass/for gate access,5,0,1,2,7,1,0.279,1,0,0.077,Membership In Sororities And Fraternities
S04103,Bullying (Cyber or otherwise) Faculty members/personnel,0,0,2,2,3,1,0.253,0,8,2.25,Wearing Of School Uniform/program Uniform Improperly
S04104,Engaging in any form of gambling,3,4,0,0,5,1,0.491,0,6,0.778,Placing Of Stickers And Other Objects On School Id
S04105,"Smoking, vaping or possession of cigarettes, drinking hard drinks or liquor in and outside the school campus",5,1,0,0,7,1,0.161,1,4,0.385,Wearing Of Improper And Other Colored Pe Uniforms
S04106,Circulating destructive language and statement that is against the school through any platform,1,1,2,2,4,1,0.5,0,7,1.333,Verbal Or Physical Altercation Between Students Or Group Of Students
S04107,"Cheating in examinations, projects, case reports and research papers of others",2,1,1,1,4,1,0.142,0,0,0.143,Inciting Others To Violate School Regulations
S04108,Leaving the classroom without permission during class hour and school activity,2,2,0,0,3,1,0.437,1,4,0.833,Bullying Students/fellow Students - Verbally/written
S04109,"Wearing of scarves, patches, caps",4,1,3,1,6,0,0.323,0,0,0.091,Stealing Property Of School Or Students
S04110,Engaging in trouble outside the campus endangering the name of school,3,0,2,1,5,1,0.375,0,0,0.111,Insubordination To Authorities Or Faculty
S04111,"Engaging outside marriage, obscene and immoral conduct in and off campus",1,0,1,0,1,1,0.173,0,1,0.667,Viewing Pornographic Sites
S04112,Unbecoming attitude of an image as Pitikarts such as gossiping in multi-media to endanger others,2,0,0,0,2,1,0.247,1,7,1.6,Shoplifting
S04113,Verbal or physical altercation between students or group of students,2,2,1,2,6,1,0.362,0,6,0.778,Wearing Of School Uniform/program Uniform Improperly
S04114,Leaving the classroom without permission during class hour and school activity,4,4,0,0,5,1,0.476,0,0,0.1,Engaging In Trouble Outside Campus
S04115,Assault fellow students,2,3,0,1,4,1,0.493,0,3,0.571,Leaving The Classroom Without Permission
S04116,"Shouting, yelling boisterously, jeering, dropping insults and other noises during class sessions, corridors, guidance and public places",3,0,3,1,4,0,0.329,1,0,0.125,Extortion Or Blackmail
S04117,"Stealing property of the school, students, school personnel, and fellow students",3,3,2,2,7,1,0.432,0,0,0.091,Participating In Immoral Conduct
S04118,"Introduction of improper, foul or indecent language or gesture",2,3,0,0,4,1,0.501,1,5,0.857,Insubordination To Authorities Or Faculty
S04119,Engaging in any form of gambling,5,0,0,0,6,1,0.399,1,0,0.083,Willful Damage Of Property
S04120,Shoplifting,7,1,1,1,8,1,0.425,1,1,0.125,Not Following Prescribed Hair Cut
S04121,"Possession or use of deadly weapons, explosives, prohibited drugs",0,1,2,1,2,1,0.318,0,7,2.667,Forging Signatures
S04122,"Possession or use of deadly weapons, explosives, prohibited drugs",3,1,2,0,4,1,0.364,0,2,0.375,Conviction For Criminal Offense
S04123,Cybersecurity breach (plagiarism),2,2,2,0,3,1,0.334,0,5,1.0,Financing Or Promoting Prohibited Drugs
