student_id,most_repeated_violation,frequency,repeated_major_count,repeated_minor_count,ongoing_incident_count,total_incidents,is_major,avg_severity,will_reoffend_same_violation
S0441,"Wearing of ripped/distressed jeans, crop top, sleeveless, backless, off-shoulder, see-through blouses, spaghetti strap, tube top, body cone, mini skirt, open toe shoes",3,0,3,0,6,0,0.3,0
S2317,Students/fellow students - Verbally/Written,4,1,1,1,7,1,0.433,1
S0634,Students/fellow students - Physically,6,2,1,0,9,1,0.517,1
S1043,Bringing outsiders to school during school function/activity,1,2,1,0,4,1,0.35,0
S1532,Bringing outsiders to school for improper purpose,2,1,1,0,4,1,0.283,1
S1574,Bringing outsiders to school for improper purpose,4,0,1,1,6,1,0.333,1
S1860,Gaining access to the school computer or computer network,6,0,0,1,7,1,0.333,1
S0864,Colored dyed color/hair/beard,5,0,0,1,6,0,0.25,0
S0477,Membership in sororities and fraternities,3,3,1,0,7,1,0.517,1
S2276,"Forging signatures of school authorities, parents, guardians or students",4,0,1,1,6,1,0.333,0
S1278,"Insubordination to authorities, supervisors, and personnel, faculty members verbally, in writing, physically and slander/oral defamation",6,2,0,1,9,1,0.533,1
S0428,"A student caught lending, borrowing, using another person’s ID/SSP",2,0,3,0,5,0,0.267,0
S2494,"Wearing of school uniform/program uniform improperly (e.g. club shirt, outing, internet places)",3,0,1,0,4,0,0.167,0
S0780,"Wearing of plunging necklines, backless, spaghetti straps, indecent attire",2,3,0,0,5,1,0.417,0
S1962,Bullying (Cyber or otherwise) Faculty members/personnel,6,1,0,0,7,1,0.35,1
S1004,Extortion or blackmailing or attempt,1,0,0,0,1,1,0.083,1
S0244,Colored nail polish,3,0,0,0,3,0,0.1,0
S0357,Students/fellow students - Verbally/Written,5,1,0,0,6,1,0.317,1
S1613,"Cheating in examinations, projects, case reports and research papers of others",3,1,1,0,5,1,0.317,0
S1864,"Gross acts of disobedience, disrespect in words and in deeds which tend to put the school or any member of the administration, faculty, staff and maintenance or students in ridicule or contempt",6,2,1,0,9,1,0.517,1
S0969,Engaging in premarital sex,3,3,1,1,8,1,0.6,0
S0051,Students/fellow students - Physically,5,0,1,0,6,1,0.283,0
S0977,"Possession or use of deadly weapons, explosives, prohibited drugs",1,3,0,0,4,1,0.383,1
S1084,Placing of stickers and other objects on school ID,1,0,2,1,4,0,0.25,0
S0431,Jumping over the fence,3,3,0,1,7,1,0.533,1
S2080,Wearing of accessories not part of the daily uniform (e.g. multiple pairs of earrings for females),1,0,3,1,5,0,0.317,1
S2487,"Purchase, sale or distribution of alcoholic beverages or cigarettes",1,3,1,0,5,1,0.45,1
S0219,Consistent violation of school rules and regulations,5,2,0,0,7,1,0.417,0
S0024,"Altering information (e.g., changing the password of someone else's account and accessed data/files beyond authorization)",1,1,1,0,3,1,0.25,1
S2115,Inciting others to violate school regulations or not to attend classes,1,3,0,1,5,1,0.467,1
S0825,"Not attending school function/activities (Mass/Novena, Program/Forum, Seminar/Symposium, GE/SG, ALC)",6,0,2,1,9,0,0.417,1
S0649,Viewing pornographic sites on the Internet/websites in the Computer Laboratory,5,1,0,1,7,1,0.4,0
S0627,Conviction for a criminal offense by the administrator's judgment,4,0,1,1,6,1,0.333,0
S0095,Bringing outsiders to school during school function/activity,5,2,1,0,8,1,0.483,0
S0099,Bringing outsiders to school during school function/activity,6,1,0,0,7,1,0.35,0
S2108,Wilful failure to comply with promises or notices issued for purposes of investigation in connection with conducted trial of offense,5,1,0,1,7,1,0.4,1
S0971,Leaving the classroom without permission during class hour and school activity,5,2,1,0,8,1,0.483,1
S2347,Indecency in media,3,0,3,0,6,0,0.3,0
S0976,"Not attending school function/activities (Mass/Novena, Program/Forum, Seminar/Symposium, GE/SG, ALC)",3,0,1,1,5,0,0.25,1
S0424,"Altering information (e.g., changing the password of someone else's account and accessed data/files beyond authorization)",2,1,1,0,4,1,0.283,1
S1713,Shoplifting,2,0,0,0,2,1,0.117,1
S1285,"Forging signatures of school authorities, parents, guardians or students",2,1,0,0,3,1,0.217,0
S0055,"Forging signatures of school authorities, parents, guardians or students",5,1,1,0,7,1,0.383,0
S2382,Wearing and using of electronic headset and/or audio/electronic gadgets and tools during class without teacher's permission,3,0,0,1,4,0,0.183,0
S1543,"Wearing of scarves, patches, caps",6,0,3,0,9,0,0.4,1
S0500,"Purchase, sale or distribution of alcoholic beverages or cigarettes",1,3,0,0,4,1,0.383,1
S2282,Unauthorized use of information,3,3,1,0,7,1,0.517,0
S0537,"Possession or use of deadly weapons, explosives, prohibited drugs",3,1,0,1,5,1,0.333,1
S0193,Placing of stickers and other objects on school ID,6,0,0,0,6,0,0.2,1
S1255,Posing of bikini pictures or other videos/body exposure pictures or indecent body pictures,6,0,1,1,8,0,0.35,1
S1912,"Wearing of heavy make-up or cosmetics (dark mascara, eyeliner, lipsticks, eye shadows, facial make-up)",6,0,1,1,8,0,0.35,0
S0113,"Wearing of school uniform/program uniform improperly (e.g. club shirt, outing, internet places)",3,0,0,0,3,0,0.1,1
S0052,Verbal or physical altercation between students or group of students,2,3,0,1,6,1,0.5,0
S1121,Verbal or physical altercation between students or group of students,1,1,1,1,4,1,0.333,1
S1703,Real acts of threat (major/minor) that constitute incompatibility,4,2,0,0,6,1,0.383,0
S0557,Gaining access to the school computer or computer network,6,3,1,0,10,1,0.617,1
S0929,Conviction for a criminal offense by the administrator's judgment,3,3,1,0,7,1,0.517,0
S0405,Recruitment and/or membership in sororities and fraternities,2,2,0,0,4,1,0.317,1
S0374,Unexcused tardiness/absence from class,1,0,3,0,4,0,0.233,0
S0160,Assault fellow students,4,3,0,0,7,1,0.483,0
S0469,Students/fellow students - Verbally/Written,4,0,1,1,6,1,0.333,1
S0724,Public display of affection in any places inside the campus or in social media,5,0,3,0,8,0,0.367,0
S1877,Inciting others to violate school regulations or not to attend classes,3,1,0,0,4,1,0.25,0
S1361,"Wearing inappropriate/incomplete uniform (No validated ID, flat shoes, colored pants, colored t-shirt, no/old socks)",6,0,0,1,7,0,0.283,0
S0223,"Altering information (e.g., changing the password of someone else's account and accessed data/files beyond authorization)",6,0,1,1,8,1,0.4,1
S1046,"Falsification of official documents, test papers, clearances and confidential",1,2,1,1,5,1,0.433,1
S0120,"Introducing false information, accessing someone else’s account and sending offensive email, etc.",2,2,1,1,6,1,0.467,1
S2216,Organizing of groups for purpose of destroying school properties,1,0,0,1,2,1,0.167,1
S1480,Lack of respect to faculty/authority,6,2,0,1,9,1,0.533,0
S0913,Bringing dishonor to the name of school,5,1,0,0,6,1,0.317,0
S1197,Extortion or blackmailing or attempt,2,3,1,0,6,1,0.483,1
S2018,"Engaging outside marriage, obscene and immoral conduct in and off campus",5,0,0,0,5,1,0.217,0
S0884,Cybersecurity breach (plagiarism),6,0,0,0,6,1,0.25,1
S0855,Engaging in any form of gambling,5,2,0,1,8,1,0.5,1
S0068,Bringing dishonor to the name of school,3,1,1,1,6,1,0.4,1
S0995,Extortion or blackmailing or attempt,1,3,0,0,4,1,0.383,0
S1257,"Altering information (e.g., changing the password of someone else's account and accessed data/files beyond authorization)",5,2,1,0,8,1,0.483,1
S0108,Viewing pornographic sites on the Internet/websites in the Computer Laboratory,6,0,0,1,7,1,0.333,1
S0783,Students/fellow students - Physically,5,3,0,0,8,1,0.517,0
S0996,"Wearing inappropriate/incomplete uniform (No validated ID, flat shoes, colored pants, colored t-shirt, no/old socks)",6,0,3,0,9,0,0.4,0
S0230,Recruitment and/or membership in sororities and fraternities,1,1,0,1,3,1,0.267,0
S0494,Assault fellow students,6,2,1,0,9,1,0.517,1
S0130,Colored dyed color/hair/beard,2,0,0,1,3,0,0.15,0
S0860,"Falsification of official documents, test papers, clearances and confidential",2,1,1,0,4,1,0.283,0
S1816,Wearing of improper and other colored PE uniforms,3,0,1,0,4,0,0.167,1
S0520,"Stealing property of the school, students, school personnel, and fellow students",1,2,1,1,5,1,0.433,1
S1205,Wearing of accessories not part of the daily uniform (e.g. multiple pairs of earrings for females),6,0,3,1,10,0,0.483,0
S2190,Posting below or circulating destructive language or signs in the internet or through multimedia,5,0,1,1,7,1,0.367,1
S1234,Circulating destructive language and statement that is against the school through any platform,3,3,0,0,6,1,0.45,1
S1365,Wearing of accessories not part of the daily uniform (e.g. multiple pairs of earrings for females),1,0,0,0,1,0,0.033,0
S2012,Indecency in media,5,0,2,1,8,0,0.383,0
S1992,"Purchase, sale or distribution of alcoholic beverages or cigarettes",3,0,0,0,3,1,0.15,0
S1064,Engaging in trouble outside the campus endangering the name of school,1,2,1,1,5,1,0.433,0
S1060,Recruitment and/or membership in sororities and fraternities,6,3,1,1,11,1,0.7,1
S1382,"Forging signatures of school authorities, parents, guardians or students",5,2,1,1,9,1,0.567,1
S1061,Shoplifting,2,2,0,1,5,1,0.4,0
S0623,"Introduction of improper, foul or indecent language or gesture",1,3,1,1,6,1,0.533,1
S0531,Jumping over the fence,6,0,1,1,8,1,0.4,1
S1256,"Vandalism, destruction of school properties",2,1,1,1,5,1,0.367,1
S2434,Cybersecurity breach (plagiarism),2,1,1,1,5,1,0.367,1
S0963,Assault fellow students,4,2,1,0,7,1,0.45,1
S0383,"Introduction of improper, foul or indecent language or gesture",4,2,0,1,7,1,0.467,1
S1185,"Display, possession or distribution of pornographic materials, downloading and uploading of pornographic pictures",3,2,1,0,6,1,0.417,0
S0647,Bullying (Cyber or otherwise) Faculty members/personnel,3,1,1,1,6,1,0.4,0
S0489,Wearing of improper and other colored PE uniforms,4,0,2,1,7,0,0.35,0
S0770,Lack of respect to faculty/authority,1,2,0,0,3,1,0.283,0
S0900,Unexcused tardiness/absence from class,2,0,0,0,2,0,0.067,1
S1783,Posting below or circulating destructive language or signs in the internet or through multimedia,5,2,1,0,8,1,0.483,1
S1080,Assault fellow students,1,2,0,0,3,1,0.283,0
S0665,Extortion or blackmailing or attempt,4,2,0,0,6,1,0.383,0
S1390,Colored nail polish,2,0,1,1,4,0,0.217,0
S0697,"Purchase, sale or distribution of alcoholic beverages or cigarettes",1,0,1,0,2,1,0.15,1
S1752,"Altering information (e.g., changing the password of someone else's account and accessed data/files beyond authorization)",1,3,1,0,5,1,0.45,1
S0096,Providing/financing parties for prohibited drugs,4,0,1,0,5,1,0.25,0
S0028,Use of foul language,4,0,1,0,5,0,0.2,0
S1083,Colored dyed color/hair/beard,6,0,3,1,10,0,0.483,1
S2081,Membership in sororities and fraternities,1,0,1,0,2,1,0.15,1
S0752,Gambling/betting in all forms,5,1,0,1,7,1,0.4,1
S0053,"Forging signatures of school authorities, parents, guardians or students",3,1,1,0,5,1,0.317,0
S1968,"Not following prescribed hair cut (trendy/punk haircut, long hair and bearded, mohawk, top knot, skinhead)",3,0,2,0,5,0,0.233,0
S0599,"Forging signatures of school authorities, parents, guardians or students",4,3,1,0,8,1,0.55,1
S0458,Gambling/betting in all forms,4,0,1,1,6,1,0.333,1
S0296,Organizing of groups for purpose of destroying school properties,5,3,1,1,10,1,0.667,1
S2246,Extortion or blackmailing or attempt,1,0,1,0,2,1,0.15,1
S0666,Wilful and malicious damage of the property of any member of school community,6,2,1,0,9,1,0.517,1
S0222,"Gross acts of disobedience, disrespect in words and in deeds which tend to put the school or any member of the administration, faculty, staff and maintenance or students in ridicule or contempt",4,3,0,0,7,1,0.483,0
S2097,Posting below or circulating destructive language or signs in the internet or through multimedia,3,0,0,1,4,1,0.233,0
S1216,Unauthorized use of information,2,2,1,0,5,1,0.383,0
S1738,Students/fellow students - Verbally/Written,3,3,1,0,7,1,0.517,0
S0327,"Wearing of heavy make-up or cosmetics (dark mascara, eyeliner, lipsticks, eye shadows, facial make-up)",5,0,0,1,6,0,0.25,0
S1451,Public display of affection in any places inside the campus or in social media,2,0,2,0,4,0,0.2,0
S0145,"Purchase, sale or distribution of alcoholic beverages or cigarettes",2,3,1,1,7,1,0.567,1
S0617,Jumping over the fence,5,2,0,0,7,1,0.417,0
S0790,Using another person's identity,6,1,0,0,7,1,0.35,0
S2013,"Falsification of official documents, test papers, clearances and confidential",5,1,1,0,7,1,0.383,0
S1449,"Wearing of heavy make-up or cosmetics (dark mascara, eyeliner, lipsticks, eye shadows, facial make-up)",2,0,2,0,4,0,0.2,0
S1195,"Direct assault on the person or any member of the administration, faculty, staff, and/or any person vested with authority",2,1,0,0,3,1,0.217,1
S2416,Lack of respect to faculty/authority,1,3,1,0,5,1,0.45,0
S0785,"Purchase, sale or distribution of alcoholic beverages or cigarettes",5,0,1,1,7,1,0.367,0
S1606,Cybersecurity breach (plagiarism),2,1,0,0,3,1,0.217,1
S1546,Indecency in media,2,0,2,1,5,0,0.283,0
S0434,Providing/financing parties for prohibited drugs,4,0,0,0,4,1,0.183,0
S1014,"Wearing of scarves, patches, caps",5,0,3,1,9,0,0.45,1
S0590,Providing/financing parties for prohibited drugs,3,1,0,1,5,1,0.333,0
S0169,Unexcused tardiness/absence from class,6,0,0,0,6,0,0.2,0
S1033,"Engaging outside marriage, obscene and immoral conduct in and off campus",1,1,0,1,3,1,0.267,1
S2344,"Direct assault on the person or any member of the administration, faculty, staff, and/or any person vested with authority",2,0,0,0,2,1,0.117,1
S1859,"Insubordination to authorities, supervisors, and personnel, faculty members verbally, in writing, physically and slander/oral defamation",4,0,1,1,6,1,0.333,0
S2399,Bringing outsiders to school during school function/activity,3,0,0,1,4,1,0.233,1
S0409,"Insubordination to authorities, supervisors, and personnel, faculty members verbally, in writing, physically and slander/oral defamation",3,1,0,0,4,1,0.25,0
S1554,Inciting others to violate school regulations or not to attend classes,6,1,1,1,9,1,0.5,1
S0756,Assault fellow students,2,3,1,1,7,1,0.567,1
S0150,Wearing of improper and other colored PE uniforms,6,0,0,0,6,0,0.2,0
S1362,Bringing outsiders to school for improper purpose,2,0,1,0,3,1,0.183,0
S0148,Bullying (Cyber or otherwise) Faculty members/personnel,5,3,1,0,9,1,0.583,1
S2237,Wearing of accessories not part of the daily uniform (e.g. multiple pairs of earrings for females),6,0,1,0,7,0,0.267,0
S0849,Providing/financing parties for prohibited drugs,4,2,0,0,6,1,0.383,1
S1252,Bullying (Cyber or otherwise) Faculty members/personnel,4,0,0,0,4,1,0.183,1
S1975,Organizing of groups for purpose of destroying school properties,3,2,0,1,6,1,0.433,0
S1777,"Grave threat on any student, personnel or administrator",6,0,1,1,8,1,0.4,1
S0562,"Stealing property of the school, students, school personnel, and fellow students",6,0,1,0,7,1,0.317,0
S1103,Engaging in trouble outside the campus endangering the name of school,3,3,1,1,8,1,0.6,1
S1346,Promoting or participating in immoral/indecent conduct on or off campus,1,0,0,0,1,1,0.083,1
S2017,Engaging in any form of gambling,1,2,1,0,4,1,0.35,1
S1313,"Gross acts of disobedience, disrespect in words and in deeds which tend to put the school or any member of the administration, faculty, staff and maintenance or students in ridicule or contempt",6,0,0,0,6,1,0.25,1
S1741,Unexcused tardiness/absence from class,3,0,1,0,4,0,0.167,1
S2303,Inciting others to violate school regulations or not to attend classes,3,2,0,0,5,1,0.35,1
S1636,Leaving the classroom without permission during class hour and school activity,6,1,0,1,8,1,0.433,1
S0771,Forgery,3,2,0,1,6,1,0.433,1
S0303,Organizing of groups for purpose of destroying school properties,1,2,0,1,4,1,0.367,1
S1179,"Wearing inappropriate/incomplete uniform (No validated ID, flat shoes, colored pants, colored t-shirt, no/old socks)",3,0,1,0,4,0,0.167,1
S1743,Unexcused tardiness/absence from class,1,0,2,1,4,0,0.25,0
S0922,Gambling/betting in all forms,3,3,1,1,8,1,0.6,1
S1026,Consistent violation of school rules and regulations,3,3,0,1,7,1,0.533,1
S0141,Forgery,1,2,1,1,5,1,0.433,1
S2291,Conviction for a criminal offense by the administrator's judgment,6,2,0,0,8,1,0.45,0
S2202,"Possession or use of deadly weapons, explosives, prohibited drugs",1,2,0,1,4,1,0.367,1
S2201,"Wearing of heavy make-up or cosmetics (dark mascara, eyeliner, lipsticks, eye shadows, facial make-up)",3,0,1,0,4,0,0.167,0
S0455,Circulating destructive language and statement that is against the school through any platform,4,2,1,0,7,1,0.45,0
S0181,"Wearing of ripped/distressed jeans, crop top, sleeveless, backless, off-shoulder, see-through blouses, spaghetti strap, tube top, body cone, mini skirt, open toe shoes",3,0,3,0,6,0,0.3,0
S1087,Cybersecurity breach (plagiarism),3,0,0,1,4,1,0.233,0
S0461,Promoting or participating in immoral/indecent conduct on or off campus,3,1,1,0,5,1,0.317,1
S2259,"Wearing of plunging necklines, backless, spaghetti straps, indecent attire",4,0,1,1,6,1,0.333,1
S1507,Lack of respect to faculty/authority,4,1,1,0,6,1,0.35,1
S1652,Colored dyed color/hair/beard,6,0,0,0,6,0,0.2,0
S0675,Membership in sororities and fraternities,3,3,0,1,7,1,0.533,0
S0928,Shoplifting,4,3,1,0,8,1,0.55,1
S1723,Pushing of prohibited drugs,6,3,1,0,10,1,0.617,1
S0116,Unbecoming attitude of an image as Pitikarts such as gossiping in multi-media to endanger others,6,3,1,0,10,1,0.617,1
S0806,Engaging in premarital sex,1,1,0,0,2,1,0.183,1
S0661,"Engaging outside marriage, obscene and immoral conduct in and off campus",2,1,1,1,5,1,0.367,0
S1708,Real acts of threat (major/minor) that constitute incompatibility,6,1,1,0,8,1,0.417,1
S1115,"Introducing false information, accessing someone else’s account and sending offensive email, etc.",6,1,1,1,9,1,0.5,1
S1062,Assault fellow students,5,1,1,0,7,1,0.383,1
S2288,Students/fellow students - Physically,6,0,1,1,8,1,0.4,1
S1379,"Not attending school function/activities (Mass/Novena, Program/Forum, Seminar/Symposium, GE/SG, ALC)",6,0,1,1,8,0,0.35,1
S0281,Pushing of prohibited drugs,1,0,0,0,1,1,0.083,0
S2025,"Wearing of school uniform/program uniform improperly (e.g. club shirt, outing, internet places)",1,0,2,1,4,0,0.25,0
S0066,"Unauthorized enrichment or stealing whether attempted, frustrated, or consummated",1,1,0,0,2,1,0.183,0
S1157,"Wearing of heavy make-up or cosmetics (dark mascara, eyeliner, lipsticks, eye shadows, facial make-up)",5,0,3,0,8,0,0.367,1
S2187,"Wearing of ripped/distressed jeans, crop top, sleeveless, backless, off-shoulder, see-through blouses, spaghetti strap, tube top, body cone, mini skirt, open toe shoes",3,0,1,0,4,0,0.167,0
S0662,"Purchase, sale or distribution of alcoholic beverages or cigarettes",2,3,1,1,7,1,0.567,0
S1690,Bringing outsiders to school during school function/activity,1,1,1,0,3,1,0.25,1
S0445,Inciting others to violate school regulations or not to attend classes,3,0,0,0,3,1,0.15,1
S0240,Placing of stickers and other objects on school ID,3,0,1,1,5,0,0.25,0
S1316,Colored dyed color/hair/beard,1,0,3,1,5,0,0.317,0
S0799,Inciting others to violate school regulations or not to attend classes,3,1,0,1,5,1,0.333,1
S2059,"Engaging outside marriage, obscene and immoral conduct in and off campus",2,1,0,0,3,1,0.217,0
S2297,Verbal or physical altercation between students or group of students,1,3,0,1,5,1,0.467,1
S1131,Real acts of threat (major/minor) that constitute incompatibility,3,2,1,0,6,1,0.417,1
S1351,"Introduction of improper, foul or indecent language or gesture",4,1,0,0,5,1,0.283,1
S1942,"Display, possession or distribution of pornographic materials, downloading and uploading of pornographic pictures",5,1,1,0,7,1,0.383,1
S1166,Engaging in trouble outside the campus endangering the name of school,5,1,1,1,8,1,0.467,1
S2304,"Introduction of improper, foul or indecent language or gesture",6,0,1,0,7,1,0.317,1
S1965,Providing/financing parties for prohibited drugs,5,1,0,0,6,1,0.317,1
S1906,"Shouting, yelling boisterously, jeering, dropping insults and other noises during class sessions, corridors, guidance and public places",5,0,3,0,8,0,0.367,0
S2149,"Wearing inappropriate/incomplete uniform (No validated ID, flat shoes, colored pants, colored t-shirt, no/old socks)",3,0,0,0,3,0,0.1,0
S1462,Membership in sororities and fraternities,1,2,1,0,4,1,0.35,0
S0683,Wearing and using of electronic headset and/or audio/electronic gadgets and tools during class without teacher's permission,1,0,3,1,5,0,0.317,0
S2183,Posting below or circulating destructive language or signs in the internet or through multimedia,1,2,0,1,4,1,0.367,1
S2084,Conviction for a criminal offense by the administrator's judgment,5,0,0,1,6,1,0.3,1
S0997,Real acts of threat (major/minor) that constitute incompatibility,6,0,1,0,7,1,0.317,0
S0262,Preventing normal operation (e.g. changing the configuration or BIOS setup of computers),5,3,1,1,10,1,0.667,1
S0891,Conviction for a criminal offense by the administrator's judgment,6,2,1,0,9,1,0.517,1
S1213,"Shouting, yelling boisterously, jeering, dropping insults and other noises during class sessions, corridors, guidance and public places",6,0,3,0,9,0,0.4,0
S1722,Students/fellow students - Verbally/Written,3,1,1,0,5,1,0.317,1
S1138,Indecency in media,4,0,3,0,7,0,0.333,0
S1438,Wearing and using of electronic headset and/or audio/electronic gadgets and tools during class without teacher's permission,5,0,1,1,7,0,0.317,1
S0231,Posing of bikini pictures or other videos/body exposure pictures or indecent body pictures,6,0,1,1,8,0,0.35,0
S0044,Shoplifting,1,3,0,0,4,1,0.383,0
S2326,"Purchase, sale or distribution of alcoholic beverages or cigarettes",1,0,1,0,2,1,0.15,0
S2162,Unbecoming attitude of an image as Pitikarts such as gossiping in multi-media to endanger others,1,3,0,0,4,1,0.383,1
S1424,Students/fellow students - Verbally/Written,3,0,0,0,3,1,0.15,0
S0986,Engaging in any form of gambling,6,2,1,1,10,1,0.6,0
S1642,Wilful and malicious damage of the property of any member of school community,3,0,1,0,4,1,0.217,0
S1602,Bringing outsiders to school for improper purpose,4,1,1,1,7,1,0.433,0
S0212,Wilful failure to comply with promises or notices issued for purposes of investigation in connection with conducted trial of offense,5,2,1,0,8,1,0.483,1
S2121,Promoting or participating in immoral/indecent conduct on or off campus,6,3,1,0,10,1,0.617,1
S1714,"Wearing of scarves, patches, caps",3,0,0,1,4,0,0.183,0
S2207,"Shouting, yelling boisterously, jeering, dropping insults and other noises during class sessions, corridors, guidance and public places",6,0,0,0,6,0,0.2,0
S1440,Students/fellow students - Physically,5,0,0,1,6,1,0.3,1
S0656,"Wearing of school uniform/program uniform improperly (e.g. club shirt, outing, internet places)",5,0,3,0,8,0,0.367,1
S0845,Promoting or participating in immoral/indecent conduct on or off campus,3,1,1,0,5,1,0.317,0
S1544,"Not attending school function/activities (Mass/Novena, Program/Forum, Seminar/Symposium, GE/SG, ALC)",3,0,0,1,4,0,0.183,0
S1277,Recruitment and/or membership in sororities and fraternities,2,3,1,1,7,1,0.567,0
S0580,"Damage, destruction of network, computer or information (e.g., deleting someone else's file)",6,0,1,0,7,1,0.317,1
S0637,"Unauthorized enrichment or stealing whether attempted, frustrated, or consummated",5,1,1,1,8,1,0.467,0
S1251,"Insubordination to authorities, supervisors, and personnel, faculty members verbally, in writing, physically and slander/oral defamation",6,2,1,0,9,1,0.517,0
S2240,Conviction for a criminal offense by the administrator's judgment,2,1,1,0,4,1,0.283,1
S1528,"Wearing of heavy make-up or cosmetics (dark mascara, eyeliner, lipsticks, eye shadows, facial make-up)",1,0,1,1,3,0,0.183,0
S2369,Consistent violation of school rules and regulations,4,2,0,0,6,1,0.383,0
S1119,Consistent violation of school rules and regulations,2,3,1,1,7,1,0.567,0
S1915,Preventing normal operation (e.g. changing the configuration or BIOS setup of computers),6,3,1,0,10,1,0.617,1
S0385,Consistent violation of school rules and regulations,5,1,1,1,8,1,0.467,0
S1323,Students/fellow students - Physically,1,3,0,1,5,1,0.467,1
S1960,Leaving the classroom without permission during class hour and school activity,4,2,0,1,7,1,0.467,0
S2233,Indecency in media,4,0,3,0,7,0,0.333,0
S2324,Preventing normal operation (e.g. changing the configuration or BIOS setup of computers),1,3,1,1,6,1,0.533,1
S1519,"Introduction of improper, foul or indecent language or gesture",5,3,1,1,10,1,0.667,1
S2301,Placing of stickers and other objects on school ID,3,0,3,1,7,0,0.383,0
S1493,Wearing of improper and other colored PE uniforms,6,0,2,1,9,0,0.417,0
S1489,Forgery,5,0,1,1,7,1,0.367,1
S0300,Cybersecurity breach (plagiarism),1,1,0,0,2,1,0.183,0
S0668,Placing of stickers and other objects on school ID,2,0,1,0,3,0,0.133,0
S0414,Students/fellow students - Verbally/Written,1,1,0,0,2,1,0.183,1
S0541,Circulating destructive language and statement that is against the school through any platform,6,1,0,0,7,1,0.35,0
S0399,Real acts of threat (major/minor) that constitute incompatibility,4,3,1,0,8,1,0.55,1
S0251,"Cheating in examinations, projects, case reports and research papers of others",3,2,1,1,7,1,0.5,0
S2266,Shoplifting,1,1,1,1,4,1,0.333,1
S2027,"Wearing of school uniform/program uniform improperly (e.g. club shirt, outing, internet places)",2,0,2,0,4,0,0.2,0
S1950,"Forging signatures of school authorities, parents, guardians or students",4,3,0,1,8,1,0.567,1
S0856,"Wearing of plunging necklines, backless, spaghetti straps, indecent attire",2,1,0,0,3,1,0.217,1
S1167,Bringing outsiders to school for improper purpose,4,0,0,0,4,1,0.183,0
S0507,Membership in sororities and fraternities,6,0,0,1,7,1,0.333,1
S0363,"Direct assault on the person or any member of the administration, faculty, staff, and/or any person vested with authority",2,2,0,1,5,1,0.4,0
S1363,Cybersecurity breach (plagiarism),1,2,1,0,4,1,0.35,0
S1403,Lack of respect to faculty/authority,3,1,1,1,6,1,0.4,0
S1868,Indecency in media,3,0,3,0,6,0,0.3,0
S0778,Shoplifting,6,1,1,1,9,1,0.5,1
S0841,Indecency in media,6,0,1,0,7,0,0.267,0
S2148,"Display, possession or distribution of pornographic materials, downloading and uploading of pornographic pictures",1,0,1,1,3,1,0.233,0
S0083,Colored dyed color/hair/beard,4,0,2,0,6,0,0.267,0
S0602,"Unauthorized enrichment or stealing whether attempted, frustrated, or consummated",3,1,0,1,5,1,0.333,0
S1786,"Introduction of improper, foul or indecent language or gesture",3,3,0,0,6,1,0.45,0
S2175,Wilful and malicious damage of the property of any member of school community,4,1,1,1,7,1,0.433,0
S0598,"Stealing property of the school, students, school personnel, and fellow students",6,2,1,0,9,1,0.517,1
S2329,Wearing of improper and other colored PE uniforms,4,0,1,1,6,0,0.283,0
S1632,Membership in sororities and fraternities,4,3,0,0,7,1,0.483,0
S0174,Unbecoming attitude of an image as Pitikarts such as gossiping in multi-media to endanger others,4,2,1,1,8,1,0.533,1
S0198,"Shouting, yelling boisterously, jeering, dropping insults and other noises during class sessions, corridors, guidance and public places",4,0,3,0,7,0,0.333,1
S0125,Forgery,1,0,0,0,1,1,0.083,1
S1863,Engaging in any form of gambling,4,1,0,0,5,1,0.283,0
S1202,Bringing dishonor to the name of school,1,2,1,1,5,1,0.433,0
S2405,Organizing of groups for purpose of destroying school properties,2,1,1,0,4,1,0.283,0
S1531,Shoplifting,3,2,1,0,6,1,0.417,0
S1383,Bringing dishonor to the name of school,4,1,0,0,5,1,0.283,0
S0498,Consistent violation of school rules and regulations,1,2,1,1,5,1,0.433,1
S0505,Engaging in any form of gambling,6,2,1,0,9,1,0.517,1
S1870,"Display, possession or distribution of pornographic materials, downloading and uploading of pornographic pictures",6,0,0,0,6,1,0.25,0
S1570,Viewing pornographic sites on the Internet/websites in the Computer Laboratory,3,2,1,0,6,1,0.417,0
S1595,"Gross acts of disobedience, disrespect in words and in deeds which tend to put the school or any member of the administration, faculty, staff and maintenance or students in ridicule or contempt",5,2,1,1,9,1,0.567,1
S0940,Colored dyed color/hair/beard,1,0,2,0,3,0,0.167,0
S0959,"Smoking, vaping or possession of cigarettes, drinking hard drinks or liquor in and outside the school campus",3,1,1,1,6,1,0.4,0
S0984,Circulating destructive language and statement that is against the school through any platform,2,1,0,1,4,1,0.3,0
S1591,"Shouting, yelling boisterously, jeering, dropping insults and other noises during class sessions, corridors, guidance and public places",6,0,1,0,7,0,0.267,0
S0527,Wearing and using of electronic headset and/or audio/electronic gadgets and tools during class without teacher's permission,3,0,2,1,6,0,0.317,0
S0859,"Vandalism, destruction of school properties",6,2,1,1,10,1,0.6,1
S1227,Wearing and using of electronic headset and/or audio/electronic gadgets and tools during class without teacher's permission,1,0,2,0,3,0,0.167,1
S0105,Membership in sororities and fraternities,1,3,0,0,4,1,0.383,1
