student_id,most_repeated_violation,frequency,repeated_major_count,repeated_minor_count,ongoing_incident_count,total_incidents,is_major,avg_severity,will_reoffend_same_violation
SYN0073,Wearing of accessories not part of the daily uniform,1,0,1,0,5,0,0.22,0
SYN0074,Engaging in any form of gambling,1,0,1,2,4,1,0.86,1
SYN0075,"Damage, destruction of network, computer or information system",1,1,0,0,3,1,0.57,0
SYN0076,Use of foul language,1,1,0,1,6,0,0.54,0
SYN0077,Bullying (Cyber or otherwise) Faculty members/personnel,2,1,1,0,1,1,1.0,1
SYN0078,Jumping over the fence,2,0,2,0,8,1,0.29,0
SYN0079,"Cheating in examinations, projects, case reports and other work",1,1,0,1,5,1,0.63,0
SYN0080,"Display, possession or distribution of pornographic materials",0,0,0,0,5,1,0.0,0
SYN0081,"Smoking, vaping or possession of cigarettes, drinks, etc.",0,0,0,0,2,1,0.0,0
SYN0082,Bringing outsiders to school during school functions,1,1,0,0,3,1,0.57,0
SYN0083,"Gross acts of disobedience, disrespect in words and action",0,0,0,2,9,1,0.3,0
SYN0084,Assault fellow students,0,0,0,0,5,1,0.0,0
SYN0085,Placing of stickers and other objects on school ID,1,0,1,0,1,0,0.65,0
SYN0086,"Smoking, vaping or possession of cigarettes, drinks, etc.",0,0,0,0,3,1,0.0,0
SYN0087,Colored nail polish,0,0,0,0,2,0,0.0,0
SYN0088,Students/fellow students - Physically,0,0,0,1,8,1,0.17,0
SYN0089,Membership in sororities and fraternities,0,0,0,0,5,1,0.0,0
SYN0090,Real acts of threat (major/minor) that constitute danger,1,1,0,0,3,1,0.57,0
SYN0091,Unauthorized enrichment or stealing whether attempted or not,1,1,0,1,2,1,1.0,1
SYN0092,Pushing of prohibited drugs,0,0,0,0,3,1,0.0,0
SYN0093,Posing of bikini pictures or other videos/body exposure online,1,0,1,0,4,0,0.26,0
SYN0094,Wearing inappropriate/incomplete uniform (No valid reason),2,0,2,0,1,0,1.0,1
SYN0095,Forgery,1,0,1,0,3,1,0.32,0
SYN0096,Pushing of prohibited drugs,0,0,0,1,9,1,0.15,0
SYN0097,Gaining access to the school computer or computer system,1,0,1,2,4,1,0.86,1
SYN0098,Providing/financing parties for prohibited drugs,1,1,0,2,13,1,0.38,0
SYN0099,Consistent violation of school rules and regulations,2,2,0,0,4,1,0.92,1
SYN0100,"Wearing of scarves, patches, caps",3,1,2,0,3,0,1.0,1
SYN0101,Bringing outsiders to school during school functions,0,0,0,1,5,1,0.25,0
SYN0102,Inciting others to violate school regulations or norms,1,1,0,1,6,1,0.54,0
SYN0103,"Wearing of ripped/distressed jeans, crop top, sleeveless shirt",1,1,0,0,2,0,0.77,1
SYN0104,Wearing of improper and other colored PE uniforms,2,1,1,0,3,0,0.9,1
SYN0105,"Introducing false information, accessing someone else's data",1,1,0,1,2,1,1.0,1
SYN0106,Wilful failure to comply with promises or notices,1,0,1,1,3,1,0.7,1
SYN0107,Bringing dishonor to the name of school,2,1,1,0,4,1,0.72,1
SYN0108,"A student caught lending, borrowing, using another's ID",3,0,3,0,5,0,0.65,0
SYN0109,Wilful failure to comply with promises or notices,0,0,0,1,7,1,0.19,0
SYN0110,"Shouting, yelling boisterously, jeering, dropping materials",0,0,0,1,5,0,0.25,0
SYN0111,Wearing of improper and other colored PE uniforms,5,2,3,0,4,0,1.0,1
SYN0112,Real acts of threat (major/minor) that constitute danger,1,1,0,0,4,1,0.46,0
SYN0113,"Forging signatures of school authorities, parents, guardians",0,0,0,0,6,1,0.0,0
SYN0114,Consistent violation of school rules and regulations,0,0,0,1,6,1,0.21,0
SYN0115,"Display, possession or distribution of pornographic materials",2,1,1,0,2,1,1.0,1
SYN0116,Providing/financing parties for prohibited drugs,1,0,1,0,3,1,0.32,0
SYN0117,"Display, possession or distribution of pornographic materials",0,0,0,0,1,1,0.0,0
SYN0118,Wearing and using of electronic headset and/or audio devices,2,2,0,2,6,0,1.0,1
SYN0119,Real acts of threat (major/minor) that constitute danger,1,0,1,1,8,1,0.31,0
SYN0120,"Display, possession or distribution of pornographic materials",1,1,0,0,4,1,0.46,0
SYN0121,Cybersecurity breach (plagiarism),1,0,1,0,3,1,0.32,0
SYN0122,"Falsification of official documents, test papers, records",1,1,0,1,3,1,0.95,1
SYN0123,Leaving the classroom without permission during class hours,0,0,0,2,9,1,0.3,0
SYN0124,Preventing normal operation (e.g. changing system configuration),1,1,0,0,4,1,0.46,0
SYN0125,"Display, possession or distribution of pornographic materials",0,0,0,0,1,1,0.0,0
SYN0126,"Purchase, sale or distribution of alcoholic beverages",2,1,1,1,4,1,1.0,1
SYN0127,Leaving the classroom without permission during class hours,2,0,2,0,3,1,0.65,0
SYN0128,"Display, possession or distribution of pornographic materials",3,0,3,0,3,1,0.98,1
SYN0129,Consistent violation of school rules and regulations,1,1,0,0,4,1,0.46,0
SYN0130,Use of foul language,3,0,3,2,7,0,0.86,1
SYN0131,Wearing and using of electronic headset and/or audio devices,3,0,3,1,3,0,1.0,1
SYN0132,Use of foul language,2,1,1,0,5,0,0.6,0
SYN0133,Circulating destructive language and statement that defames,0,0,0,2,8,1,0.33,0
SYN0134,"Damage, destruction of network, computer or information system",0,0,0,1,5,1,0.25,0
SYN0135,"Smoking, vaping or possession of cigarettes, drinks, etc.",1,1,0,2,6,1,0.76,1
SYN0136,"A student caught lending, borrowing, using another's ID",0,0,0,0,6,0,0.0,0
SYN0137,Verbal or physical altercation between students or personnel,2,2,0,0,2,1,1.0,1
SYN0138,Colored dyed color/hair/beard,2,0,2,0,0,0,1.0,1
SYN0139,Bringing outsiders to school for improper purpose,0,0,0,0,1,1,0.0,0
SYN0140,Lack of respect to faculty/authority,1,0,1,0,4,1,0.26,0
SYN0141,Verbal or physical altercation between students or personnel,0,0,0,2,8,1,0.33,0
SYN0142,Gaining access to the school computer or computer system,0,0,0,2,6,1,0.43,0
SYN0143,Colored dyed color/hair/beard,2,2,0,0,4,0,0.92,1
SYN0144,Use of foul language,0,0,0,0,2,0,0.0,0
SYN0145,Use of foul language,1,1,0,0,2,0,0.77,1
SYN0146,Membership in sororities and fraternities,0,0,0,1,4,1,0.3,0
SYN0147,Unexcused tardiness/absence from class,1,1,0,0,1,0,1.0,1
SYN0148,Students/fellow students - Physically,1,1,0,0,4,1,0.46,0
SYN0149,Verbal or physical altercation between students or personnel,1,1,0,0,3,1,0.57,0
SYN0150,Bullying (Cyber or otherwise) Faculty members/personnel,3,2,1,1,7,1,0.92,1
SYN0151,"Not attending school function/activities (Mass/Novena, Program/Forum, Seminar/Symposium, GE/SG, ALC)",0,0,0,0,7,0,0.0,0
SYN0152,Inciting others to violate school regulations or norms,0,0,0,2,6,1,0.43,0
SYN0153,Bringing outsiders to school for improper purpose,1,0,1,0,4,1,0.26,0
SYN0154,Wearing of school uniform/program uniform improperly,0,0,0,0,6,0,0.0,0
SYN0155,"Altering information (e.g., changing the password or credentials)",1,0,1,1,4,1,0.56,0
SYN0156,Circulating destructive language and statement that defames,1,0,1,0,7,1,0.16,0
SYN0157,"Possession or use of deadly weapons, explosives, projectiles",1,0,1,0,2,1,0.43,0
SYN0158,Providing/financing parties for prohibited drugs,0,0,0,0,5,1,0.0,0
SYN0159,"Introducing false information, accessing someone else's data",2,0,2,0,3,1,0.65,0
SYN0160,Promoting or participating in immoral/indecent conduct,1,1,0,1,2,1,1.0,1
SYN0161,"Vandalism, destruction of school properties",2,0,2,0,5,1,0.43,0
SYN0162,"Insubordination to authorities, supervisors, and personnel",0,0,0,2,7,1,0.38,0
SYN0163,Public display of affection in any places inside the campus,1,0,1,0,2,0,0.43,0
SYN0164,Wearing of improper and other colored PE uniforms,1,0,1,1,5,0,0.47,0
SYN0165,Wilful and malicious damage of the property of any member,1,0,1,2,9,1,0.43,0
SYN0166,Forgery,1,1,0,0,5,1,0.38,0
SYN0167,Using another person's identity,0,0,0,1,3,1,0.38,0
SYN0168,Engaging in any form of gambling,0,0,0,0,1,1,0.0,0
SYN0169,Bringing outsiders to school for improper purpose,0,0,0,0,2,1,0.0,0
SYN0170,"Possession or use of deadly weapons, explosives, projectiles",2,0,2,0,3,1,0.65,0
SYN0171,Cybersecurity breach (plagiarism),1,1,0,0,1,1,1.0,1
SYN0172,Consistent violation of school rules and regulations,0,0,0,0,6,1,0.0,0
SYN0173,Pushing of prohibited drugs,0,0,0,0,5,1,0.0,0
SYN0174,"Shouting, yelling boisterously, jeering, dropping materials",0,0,0,1,3,0,0.38,0
SYN0175,Wearing of school uniform/program uniform improperly,0,0,0,0,3,0,0.0,0
SYN0176,Bringing outsiders to school for improper purpose,2,2,0,0,7,1,0.57,0
SYN0177,Organizing of groups for purpose of destroying school harmony,2,1,1,1,6,1,0.73,1
SYN0178,Membership in sororities and fraternities,0,0,0,0,3,1,0.0,0
SYN0179,Wilful failure to comply with promises or notices,0,0,0,0,3,1,0.0,0
SYN0180,Wilful failure to comply with promises or notices,0,0,0,0,2,1,0.0,0
SYN0181,"Wearing of heavy make-up or cosmetics (dark mascara, lipstick)",1,1,0,0,7,0,0.29,0
SYN0182,Real acts of threat (major/minor) that constitute danger,1,0,1,0,8,1,0.14,0
SYN0183,"Forging signatures of school authorities, parents, guardians",0,0,0,1,6,1,0.21,0
SYN0184,Placing of stickers and other objects on school ID,1,1,0,0,4,0,0.46,0
SYN0185,Forgery,3,0,3,0,2,1,1.0,1
SYN0186,Posting below or circulating destructive language or hate speech,1,0,1,0,4,1,0.26,0
SYN0187,Extortion or blackmailing or attempt,2,0,2,2,9,1,0.56,0
SYN0188,Bringing outsiders to school for improper purpose,0,0,0,1,3,1,0.38,0
SYN0189,Bringing outsiders to school during school functions,1,1,0,2,3,1,1.0,1
SYN0190,"Littering the campus (candy wrappers, bottles, plastics, etc.)",2,1,1,0,5,0,0.6,0
SYN0191,Unexcused tardiness/absence from class,1,0,1,0,1,0,0.65,0
SYN0192,Unbecoming attitude of an image as Pitikarts such as lewd conduct,0,0,0,0,5,1,0.0,0
SYN0193,Bringing outsiders to school during school functions,2,0,2,0,1,1,1.0,1
SYN0194,Forgery,2,0,2,0,4,1,0.52,0
SYN0195,"Wearing of scarves, patches, caps",1,0,1,1,5,0,0.47,0
SYN0196,Assault fellow students,2,0,2,0,7,1,0.32,0
SYN0197,Public display of affection in any places inside the campus,0,0,0,0,2,0,0.0,0
SYN0198,"Forging signatures of school authorities, parents, guardians",1,1,0,0,3,1,0.57,0
SYN0199,Engaging in any form of gambling,0,0,0,0,2,1,0.0,0
SYN0200,Wearing of school uniform/program uniform improperly,0,0,0,0,3,0,0.0,0
SYN0201,"Possession or use of deadly weapons, explosives, projectiles",1,0,1,0,3,1,0.32,0
SYN0202,"Display, possession or distribution of pornographic materials",0,0,0,0,7,1,0.0,0
SYN0203,"Wearing of ripped/distressed jeans, crop top, sleeveless shirt",1,1,0,0,5,0,0.38,0
SYN0204,"Forging signatures of school authorities, parents, guardians",2,0,2,0,5,1,0.43,0
SYN0205,Unauthorized enrichment or stealing whether attempted or not,2,2,0,0,4,1,0.92,1
SYN0206,Assault fellow students,3,0,3,0,6,1,0.56,0
SYN0207,"Smoking, vaping or possession of cigarettes, drinks, etc.",0,0,0,2,6,1,0.43,0
SYN0208,Wearing of school uniform/program uniform improperly,1,1,0,0,4,0,0.46,0
SYN0209,Preventing normal operation (e.g. changing system configuration),2,1,1,1,5,1,0.85,1
SYN0210,"Display, possession or distribution of pornographic materials",0,0,0,0,7,1,0.0,0
SYN0211,Leaving the classroom without permission during class hours,0,0,0,0,3,1,0.0,0
SYN0212,"A student caught lending, borrowing, using another's ID",3,0,3,1,7,0,0.68,1
SYN0213,Circulating destructive language and statement that defames,0,0,0,1,4,1,0.3,0
SYN0214,Wearing inappropriate/incomplete uniform (No valid reason),2,1,1,0,6,0,0.51,0
SYN0215,Extortion or blackmailing or attempt,1,0,1,0,3,1,0.32,0
SYN0216,Engaging in any form of gambling,0,0,0,0,3,1,0.0,0
SYN0217,Bringing outsiders to school for improper purpose,2,0,2,0,5,1,0.43,0
SYN0218,Inciting others to violate school regulations or norms,0,0,0,1,3,1,0.38,0
SYN0219,Colored nail polish,0,0,0,0,6,0,0.0,0
SYN0220,"Vandalism, destruction of school properties",1,0,1,1,2,1,0.93,1
SYN0221,Lack of respect to faculty/authority,1,0,1,0,3,1,0.32,0
SYN0222,Circulating destructive language and statement that defames,1,1,0,1,3,1,0.95,1
SYN0223,Bringing dishonor to the name of school,0,0,0,1,8,1,0.17,0
SYN0224,Gaining access to the school computer or computer system,1,1,0,2,7,1,0.66,1
SYN0225,Pushing of prohibited drugs,1,0,1,1,8,1,0.31,0
SYN0226,Unexcused tardiness/absence from class,1,0,1,1,5,0,0.47,0
SYN0227,Organizing of groups for purpose of destroying school harmony,0,0,0,0,7,1,0.0,0
SYN0228,"Altering information (e.g., changing the password or credentials)",2,2,0,0,4,1,0.92,1
SYN0229,Assault fellow students,1,0,1,1,6,1,0.4,0
SYN0230,"Possession or use of deadly weapons, explosives, projectiles",2,2,0,0,2,1,1.0,1
SYN0231,"Gross acts of disobedience, disrespect in words and action",1,1,0,1,6,1,0.54,0
SYN0232,Shoplifting,0,0,0,0,2,1,0.0,0
SYN0233,Unbecoming attitude of an image as Pitikarts such as lewd conduct,0,0,0,0,4,1,0.0,0
SYN0234,Wilful failure to comply with promises or notices,3,2,1,0,4,1,1.0,1
SYN0235,Membership in sororities and fraternities,0,0,0,0,4,1,0.0,0
SYN0236,"Purchase, sale or distribution of alcoholic beverages",0,0,0,2,7,1,0.38,0
SYN0237,"Altering information (e.g., changing the password or credentials)",0,0,0,1,5,1,0.25,0
SYN0238,"Falsification of official documents, test papers, records",0,0,0,0,4,1,0.0,0
SYN0239,Bringing dishonor to the name of school,0,0,0,0,4,1,0.0,0
SYN0240,Wilful and malicious damage of the property of any member,1,1,0,1,4,1,0.76,1
SYN0241,Viewing pornographic sites on the Internet/website,0,0,0,0,2,1,0.0,0
SYN0242,Indecency in media,0,0,0,0,3,0,0.0,0
SYN0243,Students/fellow students - Physically,3,2,1,0,4,1,1.0,1
SYN0244,"Wearing of ripped/distressed jeans, crop top, sleeveless shirt",1,1,0,2,7,0,0.66,1
SYN0245,Verbal or physical altercation between students or personnel,4,1,3,0,3,1,1.0,1
SYN0246,Extortion or blackmailing or attempt,1,1,0,0,3,1,0.57,0
SYN0247,Using another person's identity,0,0,0,0,3,1,0.0,0
SYN0248,"Grave threat on any student, personnel or administrator",0,0,0,0,5,1,0.0,0
SYN0249,Bringing outsiders to school during school functions,0,0,0,0,5,1,0.0,0
SYN0250,"Shouting, yelling boisterously, jeering, dropping materials",0,0,0,1,6,0,0.21,0
SYN0251,Verbal or physical altercation between students or personnel,1,1,0,0,2,1,0.77,1
SYN0252,Wearing of accessories not part of the daily uniform,1,0,1,0,2,0,0.43,0
SYN0253,Unexcused tardiness/absence from class,3,0,3,0,6,0,0.56,0
SYN0254,Bringing outsiders to school for improper purpose,0,0,0,1,3,1,0.38,0
SYN0255,Bringing outsiders to school for improper purpose,2,0,2,0,7,1,0.32,0
SYN0256,"Stealing property of the school, students, school personnel",2,0,2,0,5,1,0.43,0
SYN0257,Students/fellow students - Verbally/Written,1,1,0,0,5,1,0.38,0
SYN0258,Consistent violation of school rules and regulations,0,0,0,0,3,1,0.0,0
SYN0259,Unbecoming attitude of an image as Pitikarts such as lewd conduct,1,0,1,0,4,1,0.26,0
SYN0260,Wilful failure to comply with promises or notices,0,0,0,1,5,1,0.25,0
SYN0261,Gambling/betting in all forms,0,0,0,0,4,1,0.0,0
SYN0262,"Damage, destruction of network, computer or information system",0,0,0,2,8,1,0.33,0
SYN0263,Indecency in media,2,1,1,0,3,0,0.9,1
SYN0264,"Display, possession or distribution of pornographic materials",2,0,2,0,2,1,0.87,1
SYN0265,"Wearing of plunging necklines, backless, spaghetti straps",1,0,1,0,8,1,0.14,0
SYN0266,Bringing dishonor to the name of school,3,1,2,0,3,1,1.0,1
SYN0267,"Wearing of scarves, patches, caps",1,1,0,2,6,0,0.76,1
SYN0268,Direct assault on any member of the school community,0,0,0,0,3,1,0.0,0
SYN0269,Colored dyed color/hair/beard,0,0,0,0,4,0,0.0,0
SYN0270,Unauthorized use of information,0,0,0,0,2,1,0.0,0
SYN0271,Unbecoming attitude of an image as Pitikarts such as lewd conduct,1,1,0,0,2,1,0.77,1
SYN0272,Lending/borrowing school ID as pass/for gate access,0,0,0,0,3,1,0.0,0
SYN0273,Assault fellow students,0,0,0,2,5,1,0.5,0
SYN0274,Wearing of accessories not part of the daily uniform,1,0,1,0,3,0,0.32,0
SYN0275,Organizing of groups for purpose of destroying school harmony,1,0,1,2,7,1,0.54,0
SYN0276,Conviction for a criminal offense by authorities,3,1,2,0,4,1,0.98,1
SYN0277,Indecency in media,1,0,1,0,5,0,0.22,0
SYN0278,"Display, possession or distribution of pornographic materials",2,0,2,1,8,1,0.46,0
SYN0279,"Vandalism, destruction of school properties",2,0,2,0,3,1,0.65,0
SYN0280,Wearing inappropriate/incomplete uniform (No valid reason),0,0,0,1,5,0,0.25,0
SYN0281,"Purchase, sale or distribution of alcoholic beverages",0,0,0,0,2,1,0.0,0
SYN0282,Cybersecurity breach (plagiarism),0,0,0,0,4,1,0.0,0
SYN0283,Bullying (Cyber or otherwise) Faculty members/personnel,2,2,0,0,5,1,0.77,1
SYN0284,"Possession or use of deadly weapons, explosives, projectiles",1,0,1,0,3,1,0.32,0
SYN0285,"Gross acts of disobedience, disrespect in words and action",2,0,2,1,6,1,0.59,0
SYN0286,Providing/financing parties for prohibited drugs,0,0,0,2,6,1,0.43,0
SYN0287,"Not attending school function/activities (Mass/Novena, Program/Forum, Seminar/Symposium, GE/SG, ALC)",2,0,2,0,3,0,0.65,0
SYN0288,Bullying (Cyber or otherwise) Faculty members/personnel,0,0,0,0,3,1,0.0,0
SYN0289,Circulating destructive language and statement that defames,0,0,0,1,7,1,0.19,0
SYN0290,Promoting or participating in immoral/indecent conduct,1,1,0,2,5,1,0.88,1
SYN0291,"Shouting, yelling boisterously, jeering, dropping materials",1,1,0,0,8,0,0.26,0
SYN0292,Wearing inappropriate/incomplete uniform (No valid reason),2,1,1,0,6,0,0.51,0
SYN0293,Consistent violation of school rules and regulations,0,0,0,0,3,1,0.0,0
SYN0294,"Display, possession or distribution of pornographic materials",1,0,1,0,0,1,1.0,1
SYN0295,Lending/borrowing school ID as pass/for gate access,0,0,0,0,5,1,0.0,0
SYN0296,Engaging in trouble outside the campus endangering others,0,0,0,0,2,1,0.0,0
SYN0297,"A student caught lending, borrowing, using another's ID",2,1,1,1,4,0,1.0,1
SYN0298,"Altering information (e.g., changing the password or credentials)",2,2,0,1,3,1,1.0,1
SYN0299,"Wearing of ripped/distressed jeans, crop top, sleeveless shirt",1,0,1,1,6,0,0.4,0
SYN0300,Providing/financing parties for prohibited drugs,0,0,0,0,3,1,0.0,0
SYN0301,Cybersecurity breach (plagiarism),2,2,0,1,2,1,1.0,1
SYN0302,Pushing of prohibited drugs,1,1,0,1,3,1,0.95,1
SYN0303,Students/fellow students - Verbally/Written,1,1,0,0,3,1,0.57,0
SYN0304,Students/fellow students - Verbally/Written,3,0,3,0,2,1,1.0,1
SYN0305,Consistent violation of school rules and regulations,1,0,1,0,2,1,0.43,0
SYN0306,Bringing outsiders to school during school functions,2,2,0,0,6,1,0.66,1
SYN0307,Organizing of groups for purpose of destroying school harmony,0,0,0,0,5,1,0.0,0
SYN0308,Organizing of groups for purpose of destroying school harmony,2,2,0,1,6,1,0.87,1
SYN0309,Organizing of groups for purpose of destroying school harmony,0,0,0,1,4,1,0.3,0
SYN0310,Promoting or participating in immoral/indecent conduct,1,0,1,1,4,1,0.56,0
SYN0311,Posting below or circulating destructive language or hate speech,5,2,3,0,7,1,1.0,1
SYN0312,Organizing of groups for purpose of destroying school harmony,2,1,1,0,1,1,1.0,1
SYN0313,Students/fellow students - Physically,3,2,1,0,3,1,1.0,1
SYN0314,"Introduction of improper, foul or indecent language online",2,2,0,0,8,1,0.51,0
SYN0315,Unbecoming attitude of an image as Pitikarts such as lewd conduct,0,0,0,0,4,1,0.0,0
SYN0316,Consistent violation of school rules and regulations,2,0,2,1,2,1,1.0,1
SYN0317,Wearing of improper and other colored PE uniforms,1,0,1,0,4,0,0.26,0
SYN0318,Posing of bikini pictures or other videos/body exposure online,0,0,0,2,8,0,0.33,0
SYN0319,Consistent violation of school rules and regulations,0,0,0,2,5,1,0.5,0
SYN0320,Posting below or circulating destructive language or hate speech,0,0,0,0,3,1,0.0,0
SYN0321,Providing/financing parties for prohibited drugs,1,1,0,1,7,1,0.48,0
SYN0322,Public display of affection in any places inside the campus,2,0,2,1,6,0,0.59,0
SYN0323,Extortion or blackmailing or attempt,0,0,0,2,5,1,0.5,0
SYN0324,"Altering information (e.g., changing the password or credentials)",0,0,0,2,10,1,0.27,0
SYN0325,Unauthorized enrichment or stealing whether attempted or not,0,0,0,0,4,1,0.0,0
SYN0326,"Grave threat on any student, personnel or administrator",1,1,0,0,6,1,0.33,0
SYN0327,Jumping over the fence,0,0,0,0,3,1,0.0,0
SYN0328,Engaging in any form of gambling,0,0,0,0,2,1,0.0,0
SYN0329,"Engaging outside marriage, obscene and immoral conduct",1,0,1,0,1,1,0.65,0
SYN0330,"Introducing false information, accessing someone else's data",0,0,0,2,5,1,0.5,0
SYN0331,"Falsification of official documents, test papers, records",3,0,3,0,6,1,0.56,0
SYN0332,"Wearing of ripped/distressed jeans, crop top, sleeveless shirt",1,0,1,1,2,0,0.93,1
SYN0333,Unexcused tardiness/absence from class,0,0,0,0,1,0,0.0,0
SYN0334,Pushing of prohibited drugs,2,0,2,1,5,1,0.68,1
SYN0335,Cybersecurity breach (plagiarism),0,0,0,1,4,1,0.3,0
SYN0336,"Grave threat on any student, personnel or administrator",2,1,1,0,6,1,0.51,0
SYN0337,"Littering the campus (candy wrappers, bottles, plastics, etc.)",1,1,0,1,4,0,0.76,1
SYN0338,Use of foul language,0,0,0,1,8,0,0.17,0
SYN0339,Wearing of improper and other colored PE uniforms,3,2,1,0,6,0,0.84,1
SYN0340,Use of foul language,1,1,0,0,2,0,0.77,1
SYN0341,Circulating destructive language and statement that defames,2,0,2,0,3,1,0.65,0
SYN0342,Forgery,2,2,0,0,3,1,1.0,1
SYN0343,Placing of stickers and other objects on school ID,0,0,0,1,3,0,0.38,0
SYN0344,Organizing of groups for purpose of destroying school harmony,0,0,0,0,4,1,0.0,0
SYN0345,Not following prescribed hair cut (trendy/punk haircut),2,2,0,0,3,0,1.0,1
SYN0346,Jumping over the fence,1,0,1,0,2,1,0.43,0
SYN0347,"Shouting, yelling boisterously, jeering, dropping materials",1,0,1,0,5,0,0.22,0
SYN0348,Students/fellow students - Verbally/Written,1,1,0,1,6,1,0.54,0
SYN0349,Use of foul language,1,0,1,0,4,0,0.26,0
SYN0350,"Introducing false information, accessing someone else's data",3,0,3,0,5,1,0.65,0
SYN0351,Lending/borrowing school ID as pass/for gate access,0,0,0,1,6,1,0.21,0
SYN0352,Wilful failure to comply with promises or notices,1,1,0,1,4,1,0.76,1
SYN0353,Posing of bikini pictures or other videos/body exposure online,1,0,1,0,5,0,0.22,0
SYN0354,Gambling/betting in all forms,0,0,0,0,4,1,0.0,0
SYN0355,Indecency in media,3,2,1,0,2,0,1.0,1
SYN0356,Public display of affection in any places inside the campus,1,0,1,2,5,0,0.72,1
SYN0357,Bringing dishonor to the name of school,1,0,1,0,6,1,0.19,0
SYN0358,Posting below or circulating destructive language or hate speech,1,0,1,0,5,1,0.22,0
SYN0359,Engaging in premarital sex,2,0,2,1,7,1,0.51,0
SYN0360,Not following prescribed hair cut (trendy/punk haircut),5,2,3,1,7,0,1.0,1
SYN0361,Bringing dishonor to the name of school,0,0,0,0,6,1,0.0,0
SYN0362,Wilful and malicious damage of the property of any member,1,1,0,2,5,1,0.88,1
SYN0363,"Cheating in examinations, projects, case reports and other work",1,1,0,2,8,1,0.59,0
SYN0364,Bringing outsiders to school for improper purpose,1,0,1,1,4,1,0.56,0
SYN0365,Wearing inappropriate/incomplete uniform (No valid reason),5,2,3,0,8,0,0.94,1
SYN0366,"Wearing of plunging necklines, backless, spaghetti straps",0,0,0,0,6,1,0.0,0
SYN0367,Public display of affection in any places inside the campus,0,0,0,0,4,0,0.0,0
SYN0368,Viewing pornographic sites on the Internet/website,4,2,2,0,3,1,1.0,1
SYN0369,"Smoking, vaping or possession of cigarettes, drinks, etc.",1,1,0,1,6,1,0.54,0
SYN0370,"Introducing false information, accessing someone else's data",2,0,2,2,5,1,0.93,1
SYN0371,"Stealing property of the school, students, school personnel",1,1,0,1,2,1,1.0,1
SYN0372,Consistent violation of school rules and regulations,2,1,1,1,6,1,0.73,1
SYN0373,Circulating destructive language and statement that defames,0,0,0,0,4,1,0.0,0
SYN0374,Not following prescribed hair cut (trendy/punk haircut),1,1,0,0,3,0,0.57,0
SYN0375,Promoting or participating in immoral/indecent conduct,1,1,0,0,2,1,0.77,1
SYN0376,"Stealing property of the school, students, school personnel",0,0,0,0,4,1,0.0,0
SYN0377,Wilful failure to comply with promises or notices,1,1,0,1,5,1,0.63,0
SYN0378,Preventing normal operation (e.g. changing system configuration),2,0,2,1,4,1,0.82,1
SYN0379,Placing of stickers and other objects on school ID,2,0,2,1,6,0,0.59,0
SYN0380,"Engaging outside marriage, obscene and immoral conduct",0,0,0,1,5,1,0.25,0
SYN0381,Lending/borrowing school ID as pass/for gate access,0,0,0,1,3,1,0.38,0
SYN0382,"Wearing of scarves, patches, caps",0,0,0,0,1,0,0.0,0
SYN0383,"Display, possession or distribution of pornographic materials",1,1,0,0,3,1,0.57,0
SYN0384,Direct assault on any member of the school community,3,0,3,0,7,1,0.49,0
SYN0385,Unexcused tardiness/absence from class,0,0,0,0,2,0,0.0,0
SYN0386,"Shouting, yelling boisterously, jeering, dropping materials",2,2,0,0,6,0,0.66,1
SYN0387,Conviction for a criminal offense by authorities,2,1,1,0,4,1,0.72,1
SYN0388,Cybersecurity breach (plagiarism),3,2,1,2,6,1,1.0,1
SYN0389,"Wearing of heavy make-up or cosmetics (dark mascara, lipstick)",0,0,0,0,7,0,0.0,0
SYN0390,Leaving the classroom without permission during class hours,2,1,1,0,2,1,1.0,1
SYN0391,"Engaging outside marriage, obscene and immoral conduct",1,0,1,1,4,1,0.56,0
SYN0392,Direct assault on any member of the school community,0,0,0,0,1,1,0.0,0
SYN0393,Recruitment and/or membership in sororities and fraternities,1,1,0,0,4,1,0.46,0
SYN0394,Lending/borrowing school ID as pass/for gate access,2,0,2,0,3,1,0.65,0
SYN0395,Consistent violation of school rules and regulations,2,0,2,1,4,1,0.82,1
SYN0396,"Wearing of scarves, patches, caps",2,0,2,0,4,0,0.52,0
SYN0397,Lending/borrowing school ID as pass/for gate access,0,0,0,1,6,1,0.21,0
SYN0398,Gaining access to the school computer or computer system,1,1,0,0,3,1,0.57,0
SYN0399,"Wearing of plunging necklines, backless, spaghetti straps",0,0,0,2,5,1,0.5,0
SYN0400,"Wearing of plunging necklines, backless, spaghetti straps",2,1,1,1,4,1,1.0,1
SYN0401,Placing of stickers and other objects on school ID,3,0,3,0,2,0,1.0,1
SYN0402,Unbecoming attitude of an image as Pitikarts such as lewd conduct,2,0,2,0,4,1,0.52,0
SYN0403,"Vandalism, destruction of school properties",1,0,1,1,7,1,0.35,0
SYN0404,"Vandalism, destruction of school properties",0,0,0,1,2,1,0.5,0
SYN0405,Extortion or blackmailing or attempt,2,2,0,0,4,1,0.92,1
SYN0406,"Possession or use of deadly weapons, explosives, projectiles",1,0,1,0,5,1,0.22,0
SYN0407,Verbal or physical altercation between students or personnel,2,0,2,0,3,1,0.65,0
SYN0408,"A student caught lending, borrowing, using another's ID",0,0,0,0,8,0,0.0,0
