student_id,most_repeated_violation,frequency,repeated_major_count,repeated_minor_count,ongoing_incident_count,total_incidents,is_major,avg_severity,will_reoffend_same_violation,no_violation_count,behavior_ratio,next_repeated_violation
S02901,Engaging in any form of gambling,1,2,1,0,1,1,0.409,0,0,0.333,"Wearing Of Scarves, Patches, Caps"
S02902,"Cheating in examinations, projects, case reports and research papers of others",6,0,1,1,9,1,0.361,1,0,0.062,"Wearing Of Ripped/distressed Jeans, Crop Top, Sleeveless, Backless, Off-shoulder, See-through Blouses, Spaghetti Strap, Tube Top, Body Cone, Mini Skirt, Open Toe Shoes"
S02903,"Smoking, vaping or possession of cigarettes, drinking hard drinks or liquor in and outside the school campus",7,3,1,1,10,1,0.506,1,0,0.056,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
S02904,Organizing of groups for purpose of destroying school properties,5,0,0,1,8,1,0.221,1,0,0.071,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
S02905,"Display, possession or distribution of pornographic materials, downloading and uploading of pornographic pictures",4,2,0,2,7,1,0.481,1,2,0.25,"Introducing False Information, Accessing Someone Else’s Account And Sending Offensive Email, Etc."
S02906,Organizing of groups for purpose of destroying school properties,6,0,0,0,6,1,0.206,1,0,0.077,Using Another Person's Identity
S02907,Recruitment and/or membership in sororities and fraternities,1,3,1,1,4,1,0.564,0,5,1.0,"Engaging Outside Marriage, Obscene And Immoral Conduct In And Off Campus"
S02908,Lack of respect to faculty/authority,4,3,2,0,4,1,0.689,1,5,0.667,"Wearing Of Heavy Make-up Or Cosmetics (dark Mascara, Eyeliner, Lipsticks, Eye Shadows, Facial Make-up)"
S02909,"Introducing false information, accessing someone else’s account and sending offensive email, etc.",4,3,0,2,8,1,0.678,1,3,0.308,Cybersecurity Breach (plagiarism)
S02910,Indecency in media,4,1,2,2,6,0,0.447,0,1,0.182,Membership In Sororities And Fraternities
S02911,Wilful and malicious damage of the property of any member of school community,2,0,0,0,3,1,0.256,0,7,1.333,Bringing Dishonor To The Name Of School
S02912,Students/fellow students - Physically,3,2,1,1,5,1,0.481,1,6,0.778,"Insubordination To Authorities, Supervisors, And Personnel, Faculty Members Verbally, In Writing, Physically And Slander/oral Defamation"
S02913,"Shouting, yelling boisterously, jeering, dropping insults and other noises during class sessions, corridors, guidance and public places",6,1,0,1,8,0,0.12,0,0,0.067,Bringing Outsiders To School During School Function/activity
S02914,"Wearing of school uniform/program uniform improperly (e.g. club shirt, outing, internet places)",4,0,0,0,4,0,0.113,0,0,0.111,Bringing Outsiders To School For Improper Purpose
S02915,"Falsification of official documents, test papers, clearances and confidential",2,0,0,1,5,1,0.318,0,6,0.875,Wilful Failure To Comply With Promises Or Notices Issued For Purposes Of Investigation In Connection With Conducted Trial Of Offense
S02916,Lack of respect to faculty/authority,3,2,0,0,5,1,0.353,0,4,0.556,Shoplifting
S02917,Students/fellow students - Physically,5,1,0,0,5,1,0.37,1,0,0.091,"Altering Information (e.g., Changing The Password Of Someone Else's Account And Accessed Data/files Beyond Authorization)"
S02918,Public display of affection in any places inside the campus or in social media,1,1,1,1,3,0,0.174,1,7,1.6,Public Display Of Affection In Any Places Inside The Campus Or In Social Media
S02919,"Possession or use of deadly weapons, explosives, prohibited drugs",4,2,2,0,4,1,0.588,0,0,0.111,"Smoking, Vaping Or Possession Of Cigarettes, Drinking Hard Drinks Or Liquor In And Outside The School Campus"
S02920,Inciting others to violate school regulations or not to attend classes,5,3,0,0,6,1,0.422,1,2,0.25,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
S02921,"Wearing of scarves, patches, caps",1,1,0,0,3,0,0.226,0,8,1.8,"Insubordination To Authorities, Supervisors, And Personnel, Faculty Members Verbally, In Writing, Physically And Slander/oral Defamation"
S02922,"Insubordination to authorities, supervisors, and personnel, faculty members verbally, in writing, physically and slander/oral defamation",2,4,1,2,5,1,0.684,0,7,1.0,Verbal Or Physical Altercation Between Students Or Group Of Students
S02923,Gaining access to the school computer or computer network,4,1,2,0,5,1,0.473,1,2,0.3,Bringing Outsiders To School During School Function/activity
S02924,Gambling/betting in all forms,2,1,0,0,4,1,0.453,0,0,0.143,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
S02925,"Wearing inappropriate/incomplete uniform (No validated ID, flat shoes, colored pants, colored t-shirt, no/old socks)",0,1,2,0,1,0,0.151,0,8,4.5,Gaining Access To The School Computer Or Computer Network
S02926,Wilful failure to comply with promises or notices issued for purposes of investigation in connection with conducted trial of offense,7,1,1,1,8,1,0.39,1,0,0.062,Wearing And Using Of Electronic Headset And/or Audio/electronic Gadgets And Tools During Class Without Teacher's Permission
S02927,"Vandalism, destruction of school properties",3,0,2,1,5,1,0.365,1,0,0.111,"Not Attending School Function/activities (mass/novena, Program/forum, Seminar/symposium, Ge/sg, Alc)"
S02928,Jumping over the fence,3,3,0,1,4,1,0.488,0,6,0.875,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
S02929,Engaging in any form of gambling,1,3,0,0,1,1,0.668,0,6,2.333,"Altering Information (e.g., Changing The Password Of Someone Else's Account And Accessed Data/files Beyond Authorization)"
S02930,Lack of respect to faculty/authority,3,0,0,0,4,1,0.462,0,6,0.875,Inciting Others To Violate School Regulations Or Not To Attend Classes
S02931,"Not attending school function/activities (Mass/Novena, Program/Forum, Seminar/Symposium, GE/SG, ALC)",4,0,0,1,5,0,0.351,1,0,0.1,Wilful Failure To Comply With Promises Or Notices Issued For Purposes Of Investigation In Connection With Conducted Trial Of Offense
S02932,"Not attending school function/activities (Mass/Novena, Program/Forum, Seminar/Symposium, GE/SG, ALC)",5,1,0,1,6,0,0.247,1,0,0.083,Colored Dyed Color/hair/beard
S02933,"Wearing of heavy make-up or cosmetics (dark mascara, eyeliner, lipsticks, eye shadows, facial make-up)",5,1,1,0,6,0,0.222,0,0,0.083,Wilful Failure To Comply With Promises Or Notices Issued For Purposes Of Investigation In Connection With Conducted Trial Of Offense
S02934,"Forging signatures of school authorities, parents, guardians or students",6,2,0,0,6,1,0.456,1,0,0.077,Bringing Outsiders To School During School Function/activity
S02935,Bullying (Cyber or otherwise) Faculty members/personnel,3,1,2,0,5,1,0.404,1,0,0.111,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
S02936,Forgery,5,1,2,0,7,1,0.229,1,0,0.077,"Damage, Destruction Of Network, Computer Or Information (e.g., Deleting Someone Else's File)"
S02937,Engaging in any form of gambling,1,2,2,1,4,1,0.624,0,7,1.333,Gaining Access To The School Computer Or Computer Network
S02938,"Stealing property of the school, students, school personnel, and fellow students",6,3,0,0,6,1,0.516,1,0,0.077,"Grave Threat On Any Student, Personnel Or Administrator"
S02939,Engaging in premarital sex,4,0,0,0,5,1,0.458,0,2,0.3,Colored Dyed Color/hair/beard
S02940,Placing of stickers and other objects on school ID,4,0,3,0,4,0,0.383,1,4,0.556,Assault Fellow Students
S02941,"Direct assault on the person or any member of the administration, faculty, staff, and/or any person vested with authority",5,2,1,1,7,1,0.443,1,4,0.385,"Direct Assault On The Person Or Any Member Of The Administration, Faculty, Staff, And/or Any Person Vested With Authority"
S02942,Wearing of improper and other colored PE uniforms,6,0,2,1,7,0,0.219,1,0,0.071,Leaving The Classroom Without Permission During Class Hour And School Activity
S02943,Engaging in premarital sex,3,4,0,1,5,1,0.546,1,0,0.111,Using Another Person's Identity
S02944,Unexcused tardiness/absence from class,3,0,2,2,6,0,0.162,1,1,0.2,Unauthorized Use Of Information
S02945,"Smoking, vaping or possession of cigarettes, drinking hard drinks or liquor in and outside the school campus",3,0,2,0,3,1,0.358,1,0,0.143,Lending/borrowing School Id As Pass/for Gate Access
S02946,Engaging in any form of gambling,7,3,2,1,9,1,0.418,1,0,0.059,"Forging Signatures Of School Authorities, Parents, Guardians Or Students"
S02947,"Wearing of plunging necklines, backless, spaghetti straps, indecent attire",4,1,0,0,4,1,0.23,1,0,0.111,Cybersecurity Breach (plagiarism)
S02948,"Wearing of scarves, patches, caps",3,0,2,0,4,0,0.147,0,1,0.25,Forgery
S02949,"Possession or use of deadly weapons, explosives, prohibited drugs",1,3,0,1,3,1,0.391,1,6,1.4,"Smoking, Vaping Or Possession Of Cigarettes, Drinking Hard Drinks Or Liquor In And Outside The School Campus"
S02950,"Introducing false information, accessing someone else’s account and sending offensive email, etc.",5,3,2,2,7,1,0.604,0,0,0.077,Posing Of Bikini Pictures Or Other Videos/body Exposure Pictures Or Indecent Body Pictures
S02951,Gaining access to the school computer or computer network,4,0,0,1,6,1,0.323,0,0,0.091,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
S02952,Wilful and malicious damage of the property of any member of school community,1,4,0,0,3,1,0.413,1,2,0.6,"Introducing False Information, Accessing Someone Else’s Account And Sending Offensive Email, Etc."
S02953,Real acts of threat (major/minor) that constitute incompatibility,5,0,1,2,8,1,0.499,1,2,0.214,Recruitment And/or Membership In Sororities And Fraternities
S02954,Students/fellow students - Physically,5,2,0,0,6,1,0.532,0,0,0.083,Gaining Access To The School Computer Or Computer Network
S02955,Consistent violation of school rules and regulations,4,2,0,0,4,1,0.5,0,1,0.222,Real Acts Of Threat (major/minor) That Constitute Incompatibility
S02956,Forgery,0,0,0,0,1,1,0.2,0,8,4.5,Wearing Of Accessories Not Part Of The Daily Uniform (e.g. Multiple Pairs Of Earrings For Females)
S02957,Posting below or circulating destructive language or signs in the internet or through multimedia,4,0,0,1,5,1,0.202,1,0,0.1,Engaging In Premarital Sex
S02958,"Wearing of scarves, patches, caps",6,0,1,1,7,0,0.442,1,1,0.143,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
S02959,Wilful and malicious damage of the property of any member of school community,4,1,2,0,5,1,0.404,1,3,0.4,Use Of Foul Language
S02960,Bringing outsiders to school during school function/activity,3,0,1,0,3,1,0.172,0,0,0.143,"Wearing Of Heavy Make-up Or Cosmetics (dark Mascara, Eyeliner, Lipsticks, Eye Shadows, Facial Make-up)"
S02961,"Altering information (e.g., changing the password of someone else's account and accessed data/files beyond authorization)",1,0,2,0,2,1,0.369,0,0,0.25,Providing/financing Parties For Prohibited Drugs
S02962,"Unauthorized enrichment or stealing whether attempted, frustrated, or consummated",6,2,1,1,9,1,0.431,1,0,0.062,Gaining Access To The School Computer Or Computer Network
S02963,"Altering information (e.g., changing the password of someone else's account and accessed data/files beyond authorization)",1,0,0,1,4,1,0.151,0,8,1.5,Jumping Over The Fence
S02964,"Unauthorized enrichment or stealing whether attempted, frustrated, or consummated",0,1,0,1,2,1,0.205,0,0,0.333,"Smoking, Vaping Or Possession Of Cigarettes, Drinking Hard Drinks Or Liquor In And Outside The School Campus"
S02965,Circulating destructive language and statement that is against the school through any platform,4,2,0,2,7,1,0.368,0,0,0.083,Students/fellow Students - Verbally/written
S02966,Unauthorized use of information,7,3,0,0,7,1,0.708,1,1,0.133,Providing/financing Parties For Prohibited Drugs
S02967,Verbal or physical altercation between students or group of students,1,2,0,1,4,1,0.622,0,5,1.0,"Forging Signatures Of School Authorities, Parents, Guardians Or Students"
S02968,"A student caught lending, borrowing, using another person’s ID/SSP",0,1,1,0,1,0,0.176,0,0,0.5,"Gross Acts Of Disobedience, Disrespect In Words And In Deeds Which Tend To Put The School Or Any Member Of The Administration, Faculty, Staff And Maintenance Or Students In Ridicule Or Contempt"
S02969,Inciting others to violate school regulations or not to attend classes,0,1,1,0,2,1,0.226,0,0,0.333,"Vandalism, Destruction Of School Properties"
S02970,"Altering information (e.g., changing the password of someone else's account and accessed data/files beyond authorization)",2,1,1,2,5,1,0.382,1,0,0.125,Unexcused Tardiness/absence From Class
S02971,Wearing of accessories not part of the daily uniform (e.g. multiple pairs of earrings for females),2,0,3,0,2,0,0.308,0,6,1.4,Wilful Failure To Comply With Promises Or Notices Issued For Purposes Of Investigation In Connection With Conducted Trial Of Offense
S02972,Engaging in trouble outside the campus endangering the name of school,5,1,2,0,5,1,0.606,1,0,0.091,"Engaging Outside Marriage, Obscene And Immoral Conduct In And Off Campus"
S02973,"Forging signatures of school authorities, parents, guardians or students",4,1,2,1,5,1,0.469,0,3,0.4,Wearing Of Accessories Not Part Of The Daily Uniform (e.g. Multiple Pairs Of Earrings For Females)
S02974,Engaging in trouble outside the campus endangering the name of school,1,0,1,0,3,1,0.233,0,0,0.2,"Grave Threat On Any Student, Personnel Or Administrator"
S02975,Verbal or physical altercation between students or group of students,4,2,0,1,5,1,0.418,1,4,0.5,Assault Fellow Students
S02976,Using another person's identity,3,2,0,1,4,1,0.452,1,4,0.625,"Cheating In Examinations, Projects, Case Reports And Research Papers Of Others"
S02977,Assault fellow students,3,0,0,1,4,1,0.381,1,5,0.75,"Wearing Of Heavy Make-up Or Cosmetics (dark Mascara, Eyeliner, Lipsticks, Eye Shadows, Facial Make-up)"
S02978,Real acts of threat (major/minor) that constitute incompatibility,6,2,1,0,8,1,0.583,1,0,0.067,"Introducing False Information, Accessing Someone Else’s Account And Sending Offensive Email, Etc."
S02979,Unauthorized use of information,7,0,2,1,9,1,0.273,1,2,0.176,"Introducing False Information, Accessing Someone Else’s Account And Sending Offensive Email, Etc."
S02980,Public display of affection in any places inside the campus or in social media,5,0,1,0,7,0,0.19,1,0,0.077,Lending/borrowing School Id As Pass/for Gate Access
S02981,"Wearing inappropriate/incomplete uniform (No validated ID, flat shoes, colored pants, colored t-shirt, no/old socks)",0,0,2,1,3,0,0.233,0,7,2.0,"Engaging Outside Marriage, Obscene And Immoral Conduct In And Off Campus"
S02982,Preventing normal operation (e.g. changing the configuration or BIOS setup of computers),8,1,1,0,8,1,0.495,1,0,0.059,"Wearing Of School Uniform/program Uniform Improperly (e.g. Club Shirt, Outing, Internet Places)"
S02983,Unexcused tardiness/absence from class,3,0,0,1,4,0,0.279,0,0,0.125,"Shouting, Yelling Boisterously, Jeering, Dropping Insults And Other Noises During Class Sessions, Corridors, Guidance And Public Places"
S02984,"Not following prescribed hair cut (trendy/punk haircut, long hair and bearded, mohawk, top knot, skinhead)",7,0,0,1,9,0,0.239,1,0,0.059,Gaining Access To The School Computer Or Computer Network
S02985,Bullying (Cyber or otherwise) Faculty members/personnel,1,1,0,0,1,1,0.178,0,0,0.333,Colored Nail Polish
S02986,Leaving the classroom without permission during class hour and school activity,6,0,1,1,8,1,0.441,1,0,0.067,Consistent Violation Of School Rules And Regulations
S02987,Gaining access to the school computer or computer network,5,0,2,2,9,1,0.416,1,0,0.067,Real Acts Of Threat (major/minor) That Constitute Incompatibility
S02988,Conviction for a criminal offense by the administrator's judgment,6,0,0,0,6,1,0.383,1,0,0.077,"Unauthorized Enrichment Or Stealing Whether Attempted, Frustrated, Or Consummated"
S02989,Pushing of prohibited drugs,7,4,2,1,9,1,0.613,1,0,0.059,"Gross Acts Of Disobedience, Disrespect In Words And In Deeds Which Tend To Put The School Or Any Member Of The Administration, Faculty, Staff And Maintenance Or Students In Ridicule Or Contempt"
S02990,Shoplifting,6,0,2,1,8,1,0.247,0,3,0.267,Forgery
S02991,Consistent violation of school rules and regulations,1,0,0,0,1,1,0.128,0,1,0.667,Pushing Of Prohibited Drugs
S02992,Conviction for a criminal offense by the administrator's judgment,4,3,1,1,7,1,0.57,1,0,0.083,Circulating Destructive Language And Statement That Is Against The School Through Any Platform
S02993,Promoting or participating in immoral/indecent conduct on or off campus,4,2,0,0,5,1,0.33,1,1,0.2,"Stealing Property Of The School, Students, School Personnel, And Fellow Students"
S02994,"Gross acts of disobedience, disrespect in words and in deeds which tend to put the school or any member of the administration, faculty, staff and maintenance or students in ridicule or contempt",3,2,0,2,7,1,0.52,1,0,0.091,"Wearing Of School Uniform/program Uniform Improperly (e.g. Club Shirt, Outing, Internet Places)"
S02995,Students/fellow students - Physically,1,0,0,0,1,1,0.193,0,2,1.0,Wilful Failure To Comply With Promises Or Notices Issued For Purposes Of Investigation In Connection With Conducted Trial Of Offense
S02996,"Introducing false information, accessing someone else’s account and sending offensive email, etc.",5,0,0,0,5,1,0.328,1,0,0.091,Providing/financing Parties For Prohibited Drugs
S02997,Engaging in any form of gambling,4,1,2,0,4,1,0.208,1,2,0.333,"Introduction Of Improper, Foul Or Indecent Language Or Gesture"
S02998,"Damage, destruction of network, computer or information (e.g., deleting someone else's file)",7,0,0,0,7,1,0.313,1,2,0.2,Leaving The Classroom Without Permission During Class Hour And School Activity
S02999,"Wearing of scarves, patches, caps",3,0,1,0,4,0,0.139,0,2,0.375,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
S03000,Engaging in any form of gambling,6,2,1,0,6,1,0.616,1,0,0.077,Pushing Of Prohibited Drugs
S03001,Preventing normal operation (e.g. changing the configuration or BIOS setup of computers),0,1,1,1,1,1,0.146,0,2,1.5,Bullying (cyber Or Otherwise) Faculty Members/personnel
S03002,"Shouting, yelling boisterously, jeering, dropping insults and other noises during class sessions, corridors, guidance and public places",6,1,0,0,8,0,0.241,1,1,0.133,"Insubordination To Authorities, Supervisors, And Personnel, Faculty Members Verbally, In Writing, Physically And Slander/oral Defamation"
S03003,"Insubordination to authorities, supervisors, and personnel, faculty members verbally, in writing, physically and slander/oral defamation",7,2,0,2,10,1,0.651,1,0,0.056,"Insubordination To Authorities, Supervisors, And Personnel, Faculty Members Verbally, In Writing, Physically And Slander/oral Defamation"
S03004,Bringing outsiders to school during school function/activity,1,1,0,0,1,1,0.206,0,6,2.333,"Gross Acts Of Disobedience, Disrespect In Words And In Deeds Which Tend To Put The School Or Any Member Of The Administration, Faculty, Staff And Maintenance Or Students In Ridicule Or Contempt"
S03005,Circulating destructive language and statement that is against the school through any platform,0,2,0,2,4,1,0.276,0,1,0.4,Colored Dyed Color/hair/beard
S03006,Indecency in media,8,1,1,1,11,0,0.245,1,0,0.05,Cybersecurity Breach (plagiarism)
S03007,Assault fellow students,7,0,0,0,9,1,0.274,0,0,0.059,"Wearing Of Scarves, Patches, Caps"
S03008,"Purchase, sale or distribution of alcoholic beverages or cigarettes",2,1,2,1,3,1,0.359,0,0,0.167,"Wearing Inappropriate/incomplete Uniform (no Validated Id, Flat Shoes, Colored Pants, Colored T-shirt, No/old Socks)"
S03009,Organizing of groups for purpose of destroying school properties,5,3,1,2,7,1,0.591,1,0,0.077,"Wearing Of School Uniform/program Uniform Improperly (e.g. Club Shirt, Outing, Internet Places)"
S03010,"Falsification of official documents, test papers, clearances and confidential",7,1,1,0,8,1,0.232,1,2,0.188,"Display, Possession Or Distribution Of Pornographic Materials, Downloading And Uploading Of Pornographic Pictures"
S03011,"Falsification of official documents, test papers, clearances and confidential",4,1,2,1,7,1,0.235,0,5,0.5,"Altering Information (e.g., Changing The Password Of Someone Else's Account And Accessed Data/files Beyond Authorization)"
S03012,Lack of respect to faculty/authority,2,3,1,0,4,1,0.352,0,6,1.0,Promoting Or Participating In Immoral/indecent Conduct On Or Off Campus
S03013,Cybersecurity breach (plagiarism),6,0,0,2,9,1,0.42,1,0,0.062,"Cheating In Examinations, Projects, Case Reports And Research Papers Of Others"
S03014,"Falsification of official documents, test papers, clearances and confidential",5,0,0,1,8,1,0.277,0,4,0.357,Public Display Of Affection In Any Places Inside The Campus Or In Social Media
S03015,"Not following prescribed hair cut (trendy/punk haircut, long hair and bearded, mohawk, top knot, skinhead)",5,0,2,0,6,0,0.234,0,0,0.083,Unexcused Tardiness/absence From Class
S03016,Recruitment and/or membership in sororities and fraternities,1,3,0,1,2,1,0.444,0,3,1.0,"Not Following Prescribed Hair Cut (trendy/punk Haircut, Long Hair And Bearded, Mohawk, Top Knot, Skinhead)"
S03017,"Stealing property of the school, students, school personnel, and fellow students",1,3,2,0,3,1,0.448,1,0,0.2,Extortion Or Blackmailing Or Attempt
S03018,Bringing outsiders to school for improper purpose,4,3,2,0,6,1,0.403,0,0,0.091,"Gross Acts Of Disobedience, Disrespect In Words And In Deeds Which Tend To Put The School Or Any Member Of The Administration, Faculty, Staff And Maintenance Or Students In Ridicule Or Contempt"
S03019,"Wearing of plunging necklines, backless, spaghetti straps, indecent attire",3,2,0,1,4,1,0.439,1,0,0.125,"Stealing Property Of The School, Students, School Personnel, And Fellow Students"
S03020,Wearing of improper and other colored PE uniforms,5,1,1,0,7,0,0.054,1,0,0.077,Bringing Dishonor To The Name Of School
S03021,Lack of respect to faculty/authority,5,0,2,0,7,1,0.422,1,0,0.077,Lending/borrowing School Id As Pass/for Gate Access
S03022,"Littering the campus (candy wrappers, bottles, plastic materials)",3,0,0,2,7,0,0.147,1,6,0.636,Wilful Failure To Comply With Promises Or Notices Issued For Purposes Of Investigation In Connection With Conducted Trial Of Offense
S03023,Cybersecurity breach (plagiarism),0,1,1,1,2,1,0.466,0,6,2.333,"Grave Threat On Any Student, Personnel Or Administrator"
S03024,"Altering information (e.g., changing the password of someone else's account and accessed data/files beyond authorization)",5,1,2,1,8,1,0.406,1,0,0.071,"Gross Acts Of Disobedience, Disrespect In Words And In Deeds Which Tend To Put The School Or Any Member Of The Administration, Faculty, Staff And Maintenance Or Students In Ridicule Or Contempt"
S03025,Using another person's identity,3,2,0,1,4,1,0.276,1,4,0.625,Organizing Of Groups For Purpose Of Destroying School Properties
S03026,"A student caught lending, borrowing, using another person’s ID/SSP",5,0,1,0,6,0,0.304,1,4,0.417,"Forging Signatures Of School Authorities, Parents, Guardians Or Students"
S03027,Cybersecurity breach (plagiarism),2,0,0,1,5,1,0.22,1,7,1.0,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
S03028,"Grave threat on any student, personnel or administrator",0,0,0,0,1,1,0.123,0,5,3.0,Inciting Others To Violate School Regulations Or Not To Attend Classes
S03029,"Wearing of scarves, patches, caps",2,0,2,2,4,0,0.31,0,0,0.143,Promoting Or Participating In Immoral/indecent Conduct On Or Off Campus
S03030,Unbecoming attitude of an image as Pitikarts such as gossiping in multi-media to endanger others,2,3,0,0,4,1,0.495,0,0,0.143,Organizing Of Groups For Purpose Of Destroying School Properties
S03031,Engaging in premarital sex,2,2,0,0,2,1,0.22,1,0,0.2,Placing Of Stickers And Other Objects On School Id
S03032,Verbal or physical altercation between students or group of students,0,2,0,0,2,1,0.285,0,1,0.667,"Introducing False Information, Accessing Someone Else’s Account And Sending Offensive Email, Etc."
S03033,Engaging in any form of gambling,5,2,2,0,6,1,0.458,1,0,0.083,"Wearing Of Scarves, Patches, Caps"
S03034,Organizing of groups for purpose of destroying school properties,7,2,0,0,9,1,0.515,1,0,0.059,Real Acts Of Threat (major/minor) That Constitute Incompatibility
S03035,Bringing outsiders to school for improper purpose,2,0,2,1,3,1,0.326,1,6,1.167,"Not Following Prescribed Hair Cut (trendy/punk Haircut, Long Hair And Bearded, Mohawk, Top Knot, Skinhead)"
S03036,"Wearing of school uniform/program uniform improperly (e.g. club shirt, outing, internet places)",2,1,2,0,2,0,0.075,0,7,1.6,Jumping Over The Fence
S03037,Bringing outsiders to school for improper purpose,5,4,1,1,6,1,0.492,1,2,0.25,"Altering Information (e.g., Changing The Password Of Someone Else's Account And Accessed Data/files Beyond Authorization)"
S03038,"Wearing of ripped/distressed jeans, crop top, sleeveless, backless, off-shoulder, see-through blouses, spaghetti strap, tube top, body cone, mini skirt, open toe shoes",1,0,4,1,2,0,0.272,1,0,0.25,Lending/borrowing School Id As Pass/for Gate Access
S03039,Wilful failure to comply with promises or notices issued for purposes of investigation in connection with conducted trial of offense,1,3,1,2,4,1,0.626,1,3,0.667,Membership In Sororities And Fraternities
S03040,Wilful and malicious damage of the property of any member of school community,1,0,0,2,4,1,0.276,1,0,0.167,Gaining Access To The School Computer Or Computer Network
S03041,Organizing of groups for purpose of destroying school properties,0,0,1,0,2,1,0.124,0,9,3.333,Placing Of Stickers And Other Objects On School Id
S03042,Extortion or blackmailing or attempt,2,0,0,1,3,1,0.299,0,1,0.333,Circulating Destructive Language And Statement That Is Against The School Through Any Platform
S03043,Unbecoming attitude of an image as Pitikarts such as gossiping in multi-media to endanger others,3,3,0,0,4,1,0.41,1,2,0.375,Gaining Access To The School Computer Or Computer Network
S03044,"Possession or use of deadly weapons, explosives, prohibited drugs",2,2,0,1,5,1,0.317,0,0,0.125,"Introducing False Information, Accessing Someone Else’s Account And Sending Offensive Email, Etc."
S03045,Preventing normal operation (e.g. changing the configuration or BIOS setup of computers),3,4,1,1,6,1,0.599,0,5,0.6,Wearing Of Accessories Not Part Of The Daily Uniform (e.g. Multiple Pairs Of Earrings For Females)
S03046,Engaging in premarital sex,3,1,1,1,6,1,0.466,1,6,0.7,"Smoking, Vaping Or Possession Of Cigarettes, Drinking Hard Drinks Or Liquor In And Outside The School Campus"
S03047,"Wearing inappropriate/incomplete uniform (No validated ID, flat shoes, colored pants, colored t-shirt, no/old socks)",5,1,1,2,8,0,0.476,0,3,0.286,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
S03048,Students/fellow students - Physically,6,3,0,0,8,1,0.585,1,3,0.267,Colored Nail Polish
S03049,Colored nail polish,0,0,0,0,1,0,0.208,1,4,2.5,Posing Of Bikini Pictures Or Other Videos/body Exposure Pictures Or Indecent Body Pictures
S03050,"Introduction of improper, foul or indecent language or gesture",4,1,0,1,7,1,0.542,1,5,0.5,"Grave Threat On Any Student, Personnel Or Administrator"
S03051,"Wearing of ripped/distressed jeans, crop top, sleeveless, backless, off-shoulder, see-through blouses, spaghetti strap, tube top, body cone, mini skirt, open toe shoes",5,0,1,0,5,0,0.137,1,0,0.091,Gambling/betting In All Forms
S03052,"A student caught lending, borrowing, using another person’s ID/SSP",4,1,4,0,6,0,0.451,1,0,0.091,"Damage, Destruction Of Network, Computer Or Information (e.g., Deleting Someone Else's File)"
S03053,Shoplifting,2,1,0,0,3,1,0.113,0,2,0.5,Preventing Normal Operation (e.g. Changing The Configuration Or Bios Setup Of Computers)
S03054,"Introduction of improper, foul or indecent language or gesture",2,0,1,0,4,1,0.263,0,0,0.143,"Wearing Of Ripped/distressed Jeans, Crop Top, Sleeveless, Backless, Off-shoulder, See-through Blouses, Spaghetti Strap, Tube Top, Body Cone, Mini Skirt, Open Toe Shoes"
S03055,Posing of bikini pictures or other videos/body exposure pictures or indecent body pictures,7,0,1,0,7,0,0.277,1,0,0.067,Bringing Outsiders To School For Improper Purpose
S03056,"Not following prescribed hair cut (trendy/punk haircut, long hair and bearded, mohawk, top knot, skinhead)",4,1,4,0,4,0,0.358,1,5,0.667,Preventing Normal Operation (e.g. Changing The Configuration Or Bios Setup Of Computers)
S03057,"Vandalism, destruction of school properties",7,1,0,0,9,1,0.396,1,0,0.059,Extortion Or Blackmailing Or Attempt
S03058,Unbecoming attitude of an image as Pitikarts such as gossiping in multi-media to endanger others,1,0,1,0,1,1,0.196,0,6,2.333,"Smoking, Vaping Or Possession Of Cigarettes, Drinking Hard Drinks Or Liquor In And Outside The School Campus"
S03059,Consistent violation of school rules and regulations,1,1,1,0,1,1,0.466,1,8,3.0,Wilful Failure To Comply With Promises Or Notices Issued For Purposes Of Investigation In Connection With Conducted Trial Of Offense
S03060,"Wearing inappropriate/incomplete uniform (No validated ID, flat shoes, colored pants, colored t-shirt, no/old socks)",2,1,0,0,4,0,0.195,0,7,1.143,Bullying (cyber Or Otherwise) Faculty Members/personnel
S03061,Gaining access to the school computer or computer network,3,2,0,1,5,1,0.43,0,1,0.222,"Wearing Of Heavy Make-up Or Cosmetics (dark Mascara, Eyeliner, Lipsticks, Eye Shadows, Facial Make-up)"
S03062,Bringing outsiders to school during school function/activity,1,1,0,2,5,1,0.201,0,0,0.143,Wearing Of Accessories Not Part Of The Daily Uniform (e.g. Multiple Pairs Of Earrings For Females)
S03063,Extortion or blackmailing or attempt,1,2,1,2,4,1,0.274,0,2,0.5,"Littering The Campus (candy Wrappers, Bottles, Plastic Materials)"
